代码,行业,最新价,流通市值_亿美元,PE_TTM,距52周高点跌幅_%,52周高点,营收5年CAGR_%,净利润5年CAGR_%,最新季度营收同比_%,最新季度净利润同比_%,营业利润占比_%,ROE_%,资产负债率_%,经营现金流_原始值,数据日期,待核验项,已在Watchlist
GFI,,40.73,335.21,10.330309,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
GGG,,82.49,131.98,25.934412,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
GHC,,1187.38,33.45,9.610169,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
GL,,177.91,135.42,11.79913,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
GLPI,,43.1,120.35,12.634313,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
GMAB,,31.42,193.55,24.837356,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
GME,,18.54,75.83,13.808904,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
GNTX,,23.4,49.14,12.359986,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
GNW,,10.02,36.97,18.727817,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
RTO,,24.38,99.23,25.868609,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
RVT,,18.85,22.46,8.796873,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SIG,,92.53,31.4,12.967818,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SIGI,,93.84,51.01,11.631291,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SII,,117.74,28.08,28.857843,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SIMO,,241.31,73.75,28.267886,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SIRI,,28.44,85.89,11.421687,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SITE,,96.6,38.88,26.465753,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SKM,,35.05,83.77,28.602905,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SKWD,,60.13,24.4,13.978763,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SKY,,93.88,50.05,27.494259,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SKYW,,107.23,40.72,10.649158,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SLYG,,118.29,51.99,16.429965,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SMCI,,37.61,204.61,11.53681,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SMFG,,26.05,1531.22,15.505952,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SNA,,408.44,206.33,20.835942,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SNEX,,69.4,75.65,16.533159,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SNN,,29.84,104.44,20.285713,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SNX,,255.21,188.57,18.289011,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SNY,,43.71,938.89,23.444238,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SO,,92.52,1037.48,22.276166,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SOBO,,36.63,76.16,16.650477,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SOLV,,85.29,108.32,10.446888,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SON,,58.1,56.61,9.236884,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SOXX,,546.61,451.77,10.438331,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NWE,,70.56,43.05,25.465285,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NWG,,19.26,651.76,9.759252,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NWN,,50.34,20.8,16.674721,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NWSA,,28.67,135.61,27.834951,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PIPR,,75.52,50.96,17.507386,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PJT,,170.59,40.13,23.177989,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PLUS,,88.74,22.73,19.367283,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PM,,186.19,2890.58,26.793097,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PODD,,145.06,95.28,27.386207,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
POOL,,199.41,70.15,18.377352,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
POR,,48.8,57.1,21.566563,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
POST,,80.58,27.18,14.863566,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PPG,,114.6,255.44,16.342596,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PPL,,35.46,256.05,20.970696,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PR,,21.45,170.5,13.566298,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PRI,,310.84,95.14,12.477764,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PRU,,122.74,423.45,11.127833,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PSI,,150.97,25.7,8.999556,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PSO,,16.12,80.6,24.260667,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PSX,,225.58,898.24,12.875571,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PTC,,147.99,149.47,14.341595,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PTY,,11.84,25.8,8.77037,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PUK,,27.5,345.26,8.957655,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PVH,,81.59,37.04,24.724242,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
QGEN,,43.0,88.47,21.289005,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
STT,,190.11,494.29,16.777274,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
STWD,,16.46,57.42,27.542309,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TBBK,,69.5,26.51,13.098789,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TDS,,33.17,28.63,11.425233,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TDW,,91.61,38.93,18.552902,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
VAW,,235.48,30.7,24.424599,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
VB,,307.12,828.86,16.029331,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
VBK,,363.36,247.08,18.531162,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
VBR,,250.04,379.42,21.024089,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
VC,,106.39,28.06,19.861025,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
VCR,,396.58,61.21,21.799968,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
VCTR,,116.23,54.59,21.19496,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
VDC,,231.1,79.79,15.774744,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
VFC,,14.57,52.16,21.115942,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
VIRT,,57.09,47.31,9.464071,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
VIS,,357.66,84.25,8.376373,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
VIST,,66.01,55.22,8.81505,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
VIV,,11.58,40.3,14.510624,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
VNT,,33.42,44.78,13.782319,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
VO,,83.57,1093.79,17.446877,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
VOYA,,99.49,89.77,16.73557,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
VPL,,115.64,85.58,11.442012,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
VRSK,,180.38,234.78,27.761148,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
VST,,146.68,460.58,25.004172,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
WBS,,79.07,127.3,12.863007,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
WCC,,364.6,174.11,25.214385,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
WDC,,454.1,1530.32,18.702636,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
WDS,,22.96,434.78,16.169014,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
WEC,,109.11,354.79,21.121996,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
WES,,48.17,126.21,15.201386,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
WEX,,190.06,55.53,18.91718,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
WF,,70.38,146.39,8.261533,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
WFC,,88.93,2685.69,12.923986,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
WFRD,,92.7,65.09,18.279611,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
WH,,74.02,53.52,27.051276,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MDLZ,,62.18,791.21,22.778025,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MDT,,90.76,1160.74,24.33244,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MDU,,20.52,42.7,21.634022,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MDY,,711.72,272.0,23.686663,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MDYG,,112.78,29.66,14.14934,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MDYV,,96.73,28.78,13.124207,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MSM,,119.44,53.36,28.850242,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NTR,,67.18,320.59,13.63464,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NTRS,,191.33,332.48,16.437285,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NU,,13.56,484.63,20.920631,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NUE,,271.81,604.66,21.692737,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NVO,,46.39,1478.88,11.588681,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NVR,,6293.95,158.38,16.25103,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NVS,,152.32,2819.44,23.027381,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NWBI,,15.72,22.62,14.966326,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
OFG,,52.88,22.11,10.431291,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
OGE,,46.9,96.1,20.651823,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
OGN,,13.66,35.69,17.227963,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
OGS,,80.38,49.9,17.24795,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
OHI,,45.87,138.69,16.355367,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
OII,,51.02,49.95,14.716381,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
OKE,,92.47,580.52,15.986988,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
OLED,,92.01,38.74,22.205184,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
OLLI,,78.25,47.3,19.363937,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
OMAB,,109.31,36.7,17.001761,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
OMF,,64.65,74.23,9.743978,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
ONB,,27.08,101.82,12.076616,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
ONDS,,9.77,52.07,22.718542,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
ONEQ,,104.71,108.43,11.194316,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
ONON,,31.01,74.88,21.312715,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
OPCH,,23.84,32.9,18.035234,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
OR,,33.71,55.62,22.473333,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
ORCL,,153.28,2628.73,26.291595,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
ORI,,42.47,94.6,9.323705,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
OTTR,,92.14,37.72,19.896153,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
OUT,,30.03,51.32,21.874554,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
STE,,236.6,215.69,28.923148,,,,,,,,nan,,1341400000.0,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
STLD,,263.18,352.66,23.882033,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TRMB,,56.35,121.72,29.422776,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TRMK,,48.12,26.2,12.247192,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TRNO,,68.68,73.35,18.581009,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TROW,,111.42,232.75,11.185756,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TRP,,63.61,661.54,27.091811,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TRU,,79.44,134.25,20.960422,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TRV,,370.16,761.5,9.91324,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TS,,53.15,84.51,14.235522,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TSCO,,36.43,189.81,18.981551,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TTC,,97.92,92.88,28.309914,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TTD,,13.49,56.39,15.869225,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TTE,,87.7,1768.51,10.928896,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TTEK,,35.5,84.84,21.328931,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TXT,,88.89,152.0,16.770451,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
UAL,,125.12,401.65,11.704344,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
UBER,,75.36,1534.95,16.436736,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
UBS,,53.93,1577.45,18.741999,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
UBSI,,48.9,64.98,13.354179,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
UCB,,36.4,43.54,11.905046,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
UDR,,37.23,119.61,23.571765,,,4.11,63.18,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
UFPI,,91.77,49.57,21.066086,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
UGI,,35.1,75.28,11.611954,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
UGP,,5.85,32.99,11.107208,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
UL,,61.72,1170.95,12.773205,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
ULTA,,531.89,227.75,19.954593,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
UMBF,,149.45,108.28,12.459713,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
UMC,,19.31,418.45,18.563898,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
UNH,,405.59,3613.09,26.110494,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
UNM,,91.79,127.59,21.666148,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
UNP,,293.73,1736.65,23.781478,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
UPS,,103.91,761.66,19.314126,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
URBN,,77.47,45.71,14.890703,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
URI,,1129.3,699.15,27.139008,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
USAC,,26.5,23.15,24.659673,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
USB,,65.02,1003.62,12.978044,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
ELPC,,10.67,49.0,13.112006,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
FOX,,55.97,170.71,14.638581,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
FOXA,,63.05,207.89,16.490308,,,,,,,,nan,,,2026-08-13,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
