二筛排名,代码,行业,二筛总分,优先级,异常惩罚,PE_TTM,距52周高点跌幅_%,营收5年CAGR_%,净利润5年CAGR_%,已在Watchlist,量化警示,52周高点,营收3年CAGR_%,净利润3年CAGR_%,经营现金流3年CAGR_%,应收账款3年CAGR_%,库存3年CAGR_%,毛利率_%,净利率_%,ROE_%,ROA_%,资产负债率_%,长期债务权益比,利息保障倍数,流动比率,总资产周转率,FCF净利润转化率,股数3年CAGR_%,经营现金流_原始值
201,SM,Energy,43.9,C-暂缓,0.0,12.244726,19.12,-2.12,-16.47,否,无,35.88,-2.12,-16.47,6.04,,,33.33,20.65,13.47,7.27,29.34,0.56,5.8,0.69,0.35,0.83,-2.04,2011000000.0
202,BANF,Financial Services,43.6,C-暂缓,8.0,15.400165,17.76,7.4,7.61,否,应收增速>营收,138.77,7.4,7.61,8.03,28.87,,nan,34.84,12.98,1.69,0.66,0.05,,,0.05,0.98,0.67,285278000.0
203,PIPR,Financial Services,43.4,C-暂缓,21.0,17.66039,19.87,10.16,36.48,否,利润增长显著快于营收；应收增速>营收；股数膨胀>2%,95.06,10.16,36.48,nan,27.25,,nan,15.32,20.52,11.6,4.49,0.08,,,0.76,1.96,7.26,586627000.0
204,HBM,Basic Materials,43.4,C-暂缓,29.0,15.156489,19.44,14.8,100.64,否,利润增长显著快于营收；应收增速>营收；FCF/NI<70%；股数膨胀>2%,32.15,14.8,100.64,13.18,59.9,8.72,33.61,25.71,17.6,9.71,17.11,0.33,11.18,0.95,0.38,0.42,14.84,707300000.0
205,KBR,Industrials,43.2,C-暂缓,7.0,10.950532,30.44,5.86,29.75,否,利润增长显著快于营收,52.23,5.86,29.75,12.04,4.86,,14.77,5.33,27.61,6.27,43.86,1.92,4.89,1.22,1.18,1.24,-2.52,557000000.0
206,WMS,Industrials,43.1,C-暂缓,0.0,27.517925,16.58,-0.23,-5.61,否,无,179.31,-0.23,-5.61,4.99,5.13,5.41,38.27,13.98,22.07,10.41,39.8,0.93,6.96,2.42,0.74,1.33,-0.75,819054000.0
207,PBH,Healthcare,43.1,C-暂缓,0.0,13.549872,27.32,-1.17,nan,否,无,72.89,-1.17,nan,3.9,4.39,-0.62,54.71,17.48,10.08,5.52,29.92,0.55,7.08,3.57,0.32,1.29,-1.62,257627000.0
208,ORCL,Technology,43.1,C-暂缓,20.0,24.766724,58.23,10.48,26.19,否,ROE>40%；FCF/NI<70%；股数膨胀>2%,345.72,10.48,26.19,23.05,14.52,,65.82,25.37,40.2,7.95,59.67,3.67,5.25,1.12,0.31,-1.39,2.01,31977000000.0
209,KMT,Industrials,43.0,C-暂缓,0.0,19.186732,22.03,-0.76,-13.65,否,无,43.81,-0.76,-13.65,4.71,0.01,-1.94,30.41,4.73,7.25,3.69,25.28,0.5,6.29,2.46,0.78,1.28,-2.23,208324000.0
210,MRP,Real Estate,42.9,C-暂缓,0.0,10.231553,18.5,nan,nan,否,无,36.0,nan,nan,nan,,nan,85.39,63.26,6.49,5.16,22.81,0.36,5.36,1.96,0.08,9.67,0.0,3672821000.0
211,YUMC,Consumer Cyclical,42.9,C-暂缓,7.0,17.471123,18.65,7.23,28.09,否,利润增长显著快于营收,58.39,7.23,28.09,1.23,14.07,1.65,17.28,7.87,17.27,8.48,21.72,0.44,,1.05,1.08,0.9,-5.45,1466000000.0
212,PEP,Consumer Defensive,42.9,C-暂缓,6.0,18.186348,19.07,2.83,-2.57,否,ROE>40%,171.48,2.83,-2.57,3.79,4.19,3.83,54.15,8.77,40.38,7.97,46.46,2.45,10.14,0.85,0.91,0.93,-0.23,12087000000.0
213,AMX,Communication Services,42.8,C-暂缓,0.0,14.10361,15.6,3.77,2.83,否,无,28.46,3.77,2.83,6.53,6.57,5.66,62.1,8.78,22.87,4.61,41.07,2.04,2.81,0.74,0.53,1.71,-1.64,272399022000.0
214,TLK,Communication Services,42.7,C-暂缓,8.0,14.581669,37.07,-0.13,-5.52,否,应收增速>营收,23.52,-0.13,-5.52,,9.14,-7.65,67.12,11.92,13.44,6.05,26.2,0.58,6.86,0.83,0.51,2.18,-0.0,
215,MTDR,Energy,42.7,C-暂缓,8.0,12.104967,29.64,4.58,-14.49,否,FCF/NI<70%,66.84,4.58,-14.49,7.01,1.65,42.4,45.78,20.76,13.42,6.73,29.78,0.62,5.96,0.79,0.32,0.32,1.47,2425015000.0
216,HOG,Consumer Cyclical,42.4,C-暂缓,0.0,14.740065,16.19,-8.06,-22.98,否,无,31.25,-8.06,-22.98,1.23,-15.96,-8.4,30.02,7.57,10.79,3.4,37.96,0.97,14.72,2.1,0.45,1.23,-8.52,568922000.0
217,USAC,Energy,42.4,C-暂缓,13.0,26.186649,15.84,12.31,54.27,否,利润增长显著快于营收；股数膨胀>2%,30.55,12.31,54.27,14.8,-1.21,12.78,38.52,11.15,,4.15,96.75,,1.62,1.27,0.37,2.49,8.88,394262000.0
218,KD,Technology,42.0,C-暂缓,0.0,16.352941,59.0,-3.94,nan,否,无,33.9,-3.94,nan,6.67,-5.14,,21.79,1.31,16.85,1.72,39.49,4.22,5.65,0.88,1.31,1.72,-0.74,948000000.0
219,SBAC,Real Estate,41.4,C-暂缓,7.0,19.213897,20.83,2.25,31.68,否,利润增长显著快于营收,225.33,2.25,31.68,0.15,-2.43,,75.46,37.43,-21.71,9.17,132.35,-3.16,3.61,0.29,0.24,1.01,-0.72,1291328000.0
220,NFG,Energy,40.5,C-暂缓,8.0,10.955791,18.71,1.38,-2.88,否,FCF/NI<70%,97.06,1.38,-2.88,10.63,-20.63,-19.54,46.09,22.77,16.76,6.09,32.49,0.92,5.45,0.44,0.27,0.36,-0.4,1100027000.0
221,VIST,Energy,40.4,C-暂缓,22.0,8.551974,21.37,27.72,38.69,否,应收增速>营收；FCF/NI<70%；股数膨胀>2%,81.44,27.72,38.69,4.9,68.2,-9.83,47.49,29.06,28.63,12.68,46.37,1.31,5.37,0.86,0.44,-0.93,5.67,796191000.0
222,NCLH,Consumer Cyclical,40.1,C-暂缓,14.0,12.798059,25.31,26.6,nan,否,FCF/NI<70%；股数膨胀>2%,27.18,26.6,nan,115.09,-3.67,-2.42,42.62,4.31,19.15,1.99,64.8,6.61,1.45,0.21,0.46,-2.76,2.61,2089746000.0
223,BF.B,,40.0,C-暂缓,0.0,18.54902,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
224,ESAB,Industrials,40.0,C-暂缓,0.0,27.516239,32.71,3.1,0.45,否,无,137.42,3.1,0.45,6.72,6.43,4.94,36.88,7.98,10.47,5.15,28.22,0.62,4.91,1.9,0.65,0.94,0.35,260567000.0
225,BF.A,,39.8,C-暂缓,0.0,18.751634,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
226,HPT,,39.7,C-暂缓,0.0,17.102853,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
227,BK,,39.7,C-暂缓,0.0,17.015968,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
228,HTLF,,39.7,C-暂缓,0.0,17.063329,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
229,CLX,Consumer Defensive,39.5,C-暂缓,13.0,22.004158,17.89,-0.01,20.58,否,利润增长显著快于营收；ROE>40%,128.9,-0.01,20.58,7.67,5.73,-11.52,45.23,11.4,252.34,14.32,51.79,8.97,13.25,0.84,1.26,0.94,-0.12,981000000.0
230,HTGC,Financial Services,39.5,C-暂缓,14.0,8.283845,15.15,33.42,49.3,否,FCF/NI<70%；股数膨胀>2%,19.67,33.42,49.3,nan,,,nan,77.47,15.33,8.07,50.23,1.04,,,0.1,-1.25,11.15,-425801000.0
231,EEFT,Technology,39.3,C-暂缓,10.0,11.822549,24.61,8.11,10.24,否,经营现金流3Y为负,98.52,8.11,10.24,-9.22,7.3,,41.32,7.29,23.67,5.02,33.56,1.67,6.3,1.11,0.69,1.4,-7.58,559800000.0
232,AFFT,,39.2,C-暂缓,0.0,16.379681,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
233,AMRZ,Basic Materials,39.2,C-暂缓,0.0,25.302501,19.81,3.28,2.26,否,无,65.94,3.28,2.26,3.56,3.77,8.09,25.68,10.03,8.94,4.93,26.16,0.48,4.62,1.64,0.49,1.2,0.02,2208000000.0
234,SWCH,,39.1,C-暂缓,0.0,19.770375,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
235,TSCO,Consumer Cyclical,39.1,C-暂缓,14.0,17.408005,46.88,3.0,0.23,否,ROE>40%；FCF/NI<70%,62.89,3.0,0.23,6.42,,4.41,36.42,7.06,42.46,10.57,54.35,2.3,21.22,1.34,1.5,0.68,-1.49,1635259000.0
236,ARCC,Financial Services,38.9,C-暂缓,14.0,14.41791,15.11,26.67,29.37,否,FCF/NI<70%；股数膨胀>2%,22.76,26.67,29.37,nan,,,nan,86.25,9.07,4.37,51.2,1.12,,,0.05,-1.32,11.43,-1717000000.0
237,AFFS,,38.8,C-暂缓,0.0,15.673307,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
238,AKO.B,,38.8,C-暂缓,0.0,15.666754,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
239,BXSL,Financial Services,38.7,C-暂缓,14.0,12.261501,23.95,16.28,11.68,否,FCF/NI<70%；股数膨胀>2%,30.69,16.28,11.68,nan,,,nan,92.69,9.02,4.01,55.13,1.29,,,0.04,-0.81,13.09,-458657000.0
240,LEA,Consumer Cyclical,38.7,C-暂缓,0.0,11.742927,16.67,3.64,10.05,否,无,150.33,3.64,10.05,2.15,4.18,2.47,6.47,1.88,8.68,3.03,19.62,0.58,7.2,1.35,1.61,1.21,-5.0,1088800000.0
241,BRK.A,,38.6,C-暂缓,0.0,15.433227,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
242,CF,Basic Materials,38.5,C-暂缓,10.0,10.514414,17.79,-14.12,-24.24,否,经营现金流3Y为负,141.96,-14.12,-24.24,-10.63,-6.43,-6.86,38.45,20.54,30.07,10.56,25.81,0.75,16.44,3.37,0.51,1.24,-7.75,2752000000.0
243,BEAV,,38.3,C-暂缓,0.0,20.931818,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
244,DOOR,,38.3,C-暂缓,0.0,21.025535,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
245,CTRA,,38.3,C-暂缓,0.0,15.00149,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
246,LOW,Consumer Cyclical,38.2,C-暂缓,8.0,18.560338,24.95,-3.85,1.11,否,应收增速>营收,293.06,-3.85,1.11,4.72,1059.57,-2.27,33.48,7.71,-67.1,13.68,82.52,-4.51,6.73,1.08,1.77,1.15,-2.27,9864000000.0
247,GRFS,Healthcare,38.1,C-暂缓,7.0,10.51819,26.85,7.46,29.52,否,利润增长显著快于营收,10.84,7.46,29.52,nan,2.24,0.61,38.0,5.34,7.63,1.96,48.53,1.81,2.07,2.51,0.37,1.55,0.11,1047000000.0
248,ARCH,,37.6,C-暂缓,0.0,13.950238,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
249,AB,Financial Services,37.4,C-暂缓,10.0,10.951131,15.89,2.89,3.03,否,经营现金流3Y为负,44.11,2.89,3.03,-0.95,,,nan,90.11,24.21,18.31,,,,,0.2,1.18,-6.75,352372000.0
250,FND,Consumer Cyclical,37.3,C-暂缓,8.0,29.29687,32.16,3.18,-11.22,否,FCF/NI<70%,92.41,3.18,-11.22,50.3,-0.23,-4.29,43.64,4.45,8.66,3.97,36.41,0.83,24.67,1.33,0.89,0.31,0.51,381836000.0
251,PXD,,37.2,C-暂缓,0.0,13.348617,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
252,LEN.B,,37.2,C-暂缓,0.0,13.464663,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
253,UNVR,,37.1,C-暂缓,0.0,13.294194,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
254,PGTI,,37.0,C-暂缓,0.0,22.945355,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
255,OTF,Financial Services,36.8,C-暂缓,21.0,11.512883,34.13,149.84,235.95,否,利润增长显著快于营收；FCF/NI<70%；股数膨胀>2%,15.82,149.84,235.95,nan,,,nan,92.43,8.96,6.72,42.73,0.78,1.75,,0.07,-1.27,31.33,-915952000.0
256,ONDS,Technology,36.8,C-暂缓,22.0,20.625739,41.95,187.9,nan,否,应收增速>营收；FCF/NI<70%；股数膨胀>2%,15.28,187.9,nan,nan,498.51,116.21,39.73,-260.23,-30.15,-21.25,1.37,0.04,19.21,4.84,0.08,0.31,105.14,-38746000.0
257,WSO,Industrials,36.6,C-暂缓,10.0,28.544838,27.42,-0.16,-6.15,否,经营现金流3Y为负,459.0,-0.16,-6.15,-0.14,2.14,0.39,28.05,6.87,17.87,11.18,10.85,0.17,140.77,4.12,1.63,1.08,1.5,569613000.0
258,DRVN,Consumer Cyclical,36.6,C-暂缓,7.0,13.114372,25.99,-2.88,48.05,否,利润增长显著快于营收,19.74,-2.88,48.05,18.79,-9.81,-10.08,50.8,7.53,18.27,2.98,63.97,3.47,1.98,0.75,0.4,0.77,-0.58,330543000.0
259,ALE,,36.4,C-暂缓,0.0,23.831376,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
260,KT,Communication Services,36.4,C-暂缓,8.0,8.178138,26.04,3.29,10.89,否,FCF/NI<70%,24.58,3.29,10.89,11.17,-1.67,-11.06,64.05,6.08,9.76,4.04,25.05,0.61,7.56,1.19,0.66,0.52,-1.99,4941733000000.0
261,NVR,Consumer Cyclical,36.3,C-暂缓,18.0,16.436496,26.14,-0.63,-8.09,否,应收增速>营收；经营现金流3Y为负,8618.28,-0.63,-8.09,-15.68,16.25,-1.22,23.09,12.96,34.67,21.9,17.98,0.27,62.1,5.47,1.69,0.82,-4.55,1121320000.0
262,MTOR,,36.2,C-暂缓,0.0,11.968033,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
263,SRC,,36.2,C-暂缓,0.0,24.025712,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
264,STZ,Consumer Defensive,36.1,C-暂缓,10.0,12.441905,25.06,-1.12,nan,否,经营现金流3Y为负,174.32,-1.12,nan,-1.07,-9.96,-8.93,51.55,18.46,20.87,7.75,51.15,1.39,7.58,1.08,0.42,1.06,-1.93,2669000000.0
265,PUK,Financial Services,36.0,C-暂缓,8.0,9.104235,17.87,nan,nan,否,FCF/NI<70%,34.03,nan,nan,31.48,-8.33,,nan,14.52,19.77,2.02,2.49,0.26,28.0,,0.14,0.59,-2.72,2450000000.0
266,EQT,Energy,35.9,C-暂缓,14.0,11.879982,24.93,-11.72,4.81,否,应收增速>营收；股数膨胀>2%,68.24,-11.72,4.81,13.94,-3.21,,45.88,24.41,8.59,5.0,18.8,0.33,7.79,0.76,0.2,1.39,19.54,5125952000.0
267,DBD,Technology,35.8,C-暂缓,0.0,25.358178,15.17,-0.86,nan,否,无,92.08,-0.86,nan,34.6,-0.15,-3.96,25.26,2.49,8.6,2.56,24.35,0.85,2.46,1.3,1.03,2.53,-23.52,300700000.0
268,ATMU,Consumer Cyclical,35.6,C-暂缓,14.0,21.227527,18.57,4.14,6.77,否,ROE>40%；应收增速>营收,66.5,4.14,6.77,6.95,22.48,4.84,28.24,11.76,54.8,16.32,45.3,1.62,8.97,2.42,1.39,0.72,-0.72,202700000.0
269,RDY,Healthcare,35.4,C-暂缓,18.0,28.898019,22.53,10.96,-1.67,否,经营现金流3Y为负；FCF/NI<70%,15.67,10.96,-1.67,-1.21,11.77,16.29,52.77,12.76,11.36,7.99,13.35,0.21,15.66,1.8,0.63,0.43,0.08,56755000000.0
270,IHI,,35.4,C-暂缓,0.0,13.452506,16.98,,,否,无,64.71,,,,,,nan,nan,nan,,,,,,,nan,,
271,GEHC,Healthcare,35.2,C-暂缓,10.0,16.183843,21.76,3.99,2.84,否,经营现金流3Y为负,89.77,3.99,2.84,-2.03,6.12,1.21,39.99,10.1,20.08,5.95,28.35,1.01,7.29,1.37,0.59,0.72,0.13,1987000000.0
272,BABA,Consumer Cyclical,35.1,C-暂缓,18.0,20.148247,33.29,5.62,12.49,否,经营现金流3Y为负；FCF/NI<70%,192.67,5.62,12.49,-27.47,3.88,-12.83,39.81,10.12,9.76,5.58,14.75,0.27,14.21,1.28,0.55,-0.49,-3.27,76213000000.0
273,BCO,Industrials,34.9,C-暂缓,6.0,27.086894,15.09,5.07,5.39,否,ROE>40%,136.37,5.07,5.39,10.04,-5.39,-1.61,25.81,3.8,71.91,2.86,62.9,16.62,2.44,1.51,0.75,2.19,-3.89,639500000.0
274,BPY,,34.8,C-暂缓,0.0,9.869991,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
275,DOO,Consumer Cyclical,34.8,C-暂缓,6.0,24.337272,19.99,-5.59,-30.37,否,ROE>40%,81.89,-5.59,-30.37,23.13,-1.16,-7.29,22.35,3.45,48.27,4.62,42.38,4.44,2.94,1.27,1.34,2.99,-2.51,1212500000.0
276,MAT,Consumer Cyclical,34.8,C-暂缓,8.0,9.141652,35.68,-0.54,0.31,否,应收增速>营收,22.48,-0.54,0.31,10.24,8.46,-14.28,48.73,7.43,17.8,6.03,40.41,1.2,4.87,2.15,0.81,1.03,-5.26,593255000.0
277,KNF,Basic Materials,34.8,C-暂缓,8.0,27.575911,29.59,7.47,10.56,否,FCF/NI<70%,96.28,7.47,10.56,10.31,5.37,10.46,18.35,4.99,9.57,4.83,33.37,0.74,3.6,2.54,0.97,-0.44,0.06,278475000.0
278,FCN,Industrials,34.7,C-暂缓,18.0,18.455547,19.09,7.75,4.77,否,经营现金流3Y为负；FCF/NI<70%,189.3,7.75,4.77,-6.94,6.48,,32.13,7.15,15.62,7.64,17.95,0.36,18.34,1.56,1.07,0.35,-3.2,152132000.0
279,APA,Energy,34.6,C-暂缓,16.0,8.081236,24.09,-6.96,-26.45,否,经营现金流3Y为负；股数膨胀>2%,45.66,-6.96,-26.45,-2.76,-10.19,-6.32,40.56,16.08,23.54,7.72,25.84,0.75,11.04,0.82,0.48,1.24,4.25,4545000000.0
280,LTHM,,34.3,C-暂缓,0.0,9.185669,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
281,STWD,Real Estate,34.3,C-暂缓,14.0,17.087206,22.22,-16.98,-22.13,否,应收增速>营收；股数膨胀>2%,20.84,-16.98,-22.13,66.01,-1.17,,nan,49.62,6.06,0.65,20.9,1.94,,,0.01,1.72,6.05,977852000.0
282,AIRC,,34.2,C-暂缓,0.0,9.031555,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
283,MIFF,,34.1,C-暂缓,0.0,8.902347,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
284,WSO.B,,34.1,C-暂缓,0.0,27.098543,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
285,PSI,,34.1,C-暂缓,0.0,8.51253,24.54,,,否,无,189.24,,,,,,nan,nan,nan,,,,,,,nan,,
286,MKC.V,,34.0,C-暂缓,0.0,8.730218,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
287,VFC,Consumer Cyclical,34.0,C-暂缓,7.0,22.057971,31.66,-4.68,29.06,否,利润增长显著快于营收,22.27,-4.68,29.06,nan,-3.93,-15.75,54.78,2.65,13.78,2.73,53.64,2.69,3.05,1.84,1.03,1.98,0.24,671274000.0
288,HTZZ,,33.9,C-暂缓,0.0,27.334264,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
289,FGSN,,33.8,C-暂缓,0.0,11.016498,17.13,,,否,无,24.98,,,,,,nan,nan,nan,,,,,,,nan,,
290,HSY,Consumer Defensive,33.7,C-暂缓,10.0,24.542165,25.01,3.92,-18.72,否,经营现金流3Y为负,239.48,3.92,-18.72,-0.73,0.85,6.8,33.55,7.55,19.05,6.62,41.76,1.24,6.4,1.25,0.88,1.98,-0.35,2277367000.0
291,DEO,Consumer Defensive,33.7,C-暂缓,10.0,20.423123,24.04,-0.44,-18.07,否,经营现金流3Y为负,116.41,-0.44,-18.07,-6.24,-7.72,7.48,60.13,11.63,21.23,4.97,49.47,2.2,4.2,1.63,0.43,1.14,-0.84,4297000000.0
292,SOXX,,33.7,C-暂缓,0.0,10.134506,19.09,,,否,无,655.95,,,,,,nan,nan,nan,,,,,,,nan,,
293,LBRT,Energy,33.5,C-暂缓,8.0,26.200991,43.73,-1.16,-28.21,否,FCF/NI<70%,34.48,-1.16,-28.21,4.75,-5.01,-4.27,8.43,3.69,7.11,4.31,17.38,0.3,5.84,1.22,1.17,0.1,-3.23,609598000.0
294,JEF,Financial Services,33.1,C-暂缓,16.0,15.796012,20.9,14.83,-3.29,否,应收增速>营收；FCF/NI<70%,71.04,14.83,-3.29,nan,33.61,,58.05,6.56,6.72,1.01,31.25,2.25,1.25,2.43,0.15,-2.4,-3.01,-1499517000.0
295,NMRK,Real Estate,33.0,C-暂缓,10.0,19.475,21.45,6.78,14.86,否,经营现金流3Y为负,19.84,6.78,14.86,-47.61,6.26,,nan,3.83,8.63,2.59,41.89,1.44,7.2,1.05,0.68,1.13,1.96,172001000.0
296,NGD,,32.9,C-暂缓,0.0,28.828051,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
297,CPB,Consumer Defensive,32.8,C-暂缓,10.0,11.304766,32.54,6.19,-7.35,否,经营现金流3Y为负,34.17,6.19,-7.35,-1.43,3.36,4.55,30.42,5.87,15.43,4.0,48.42,1.85,3.31,0.77,0.68,1.17,-0.1,1131000000.0
298,COP,Energy,32.7,C-暂缓,10.0,19.564762,15.33,-9.11,-24.66,否,经营现金流3Y为负,135.87,-9.11,-24.66,-11.25,-6.4,15.39,25.09,13.55,12.39,6.53,19.23,0.36,11.26,1.3,0.48,0.91,0.04,19796000000.0
299,CHRW,Industrials,32.6,C-暂缓,10.0,29.322199,26.97,-13.05,-14.54,否,经营现金流3Y为负,210.33,-13.05,-14.54,-17.86,-7.59,,8.37,3.62,31.81,11.34,27.59,0.76,10.96,1.53,3.13,1.44,0.6,914519000.0
300,HRB,Consumer Cyclical,32.6,C-暂缓,16.0,8.157306,18.0,2.79,3.04,否,ROE>40%；经营现金流3Y为负,55.95,2.79,3.04,-5.57,-33.98,,44.53,16.11,681.44,18.69,62.05,22.78,11.0,0.9,1.16,0.99,-5.74,680883000.0
301,QGEN,Healthcare,32.4,C-暂缓,18.0,21.62292,27.45,-0.81,0.13,否,应收增速>营收；经营现金流3Y为负,57.82,-0.81,0.13,-2.92,7.54,-5.52,62.18,20.33,11.25,7.1,28.85,0.48,15.74,3.9,0.35,1.05,0.34,654326000.0
302,DVN,Energy,31.9,C-暂缓,10.0,11.661253,20.15,-3.57,-23.99,否,经营现金流3Y为负,52.71,-3.57,-23.99,-7.68,0.47,18.68,25.55,15.37,17.01,8.51,27.17,0.55,7.97,0.98,0.55,1.06,-1.61,6711000000.0
303,THO,Consumer Cyclical,31.8,C-暂缓,10.0,16.089069,35.29,-16.26,-38.98,否,经营现金流3Y为负,122.83,-16.26,-38.98,-16.43,-13.9,-8.33,13.99,2.7,6.03,3.67,13.06,0.22,7.11,1.75,1.36,1.76,-0.65,577923000.0
304,GDS,Technology,31.8,C-暂缓,8.0,17.051219,32.79,7.25,nan,否,FCF/NI<70%,48.61,7.25,nan,6.2,0.84,,22.62,8.31,3.54,1.24,59.41,1.77,1.4,2.6,0.15,-1.4,1.69,3365254000.0
305,POOL,Industrials,31.2,C-暂缓,18.0,19.042737,38.53,-5.05,-18.42,否,应收增速>营收；经营现金流3Y为负,336.15,-5.05,-18.42,-8.96,10.33,-2.94,29.73,7.68,34.29,11.62,42.33,1.3,12.41,2.24,1.51,0.76,-2.17,365850000.0
306,DKS,Consumer Cyclical,31.1,C-暂缓,22.0,19.341876,18.03,11.65,-6.63,否,应收增速>营收；FCF/NI<70%；股数膨胀>2%,244.38,11.65,-6.63,18.59,88.29,20.13,32.92,4.93,15.33,6.09,44.49,1.4,18.77,1.53,1.24,0.47,2.64,1537343000.0
307,KSS,Consumer Cyclical,31.0,C-暂缓,0.0,8.260504,22.05,-4.98,nan,否,无,25.22,-4.98,nan,69.78,,-4.87,40.57,1.75,6.72,2.02,49.62,1.64,2.17,1.46,1.15,3.71,0.3,1380000000.0
308,UFPI,Basic Materials,30.6,C-暂缓,10.0,21.164384,21.44,-13.09,-24.78,否,经营现金流3Y为负,118.0,-13.09,-24.78,-13.1,-8.32,-9.47,16.77,4.66,9.63,7.21,8.87,0.12,36.93,4.59,1.55,0.94,-2.8,545737000.0
309,JBS,Consumer Defensive,29.8,C-暂缓,8.0,8.443302,26.54,5.88,-12.26,否,FCF/NI<70%,18.65,5.88,-12.26,4.35,2.95,3.03,13.11,2.35,23.26,4.72,50.62,2.63,2.56,1.6,2.01,0.41,-21.61,2931953000.0
310,LAD,Consumer Cyclical,29.5,C-暂缓,8.0,12.264916,16.14,10.11,-13.15,否,FCF/NI<70%,439.49,10.11,-13.15,nan,6.62,21.53,15.23,2.18,12.41,3.4,61.67,2.34,2.42,1.17,1.56,0.01,-4.87,356700000.0
311,SR,Utilities,29.0,C-暂缓,14.0,14.18105,15.24,4.05,7.16,否,FCF/NI<70%；股数膨胀>2%,95.31,4.05,7.16,119.04,-3.08,-12.54,41.54,10.97,8.02,2.42,44.7,1.53,2.62,0.32,0.22,-1.27,3.99,578000000.0
312,PHG,Healthcare,29.0,C-暂缓,8.0,20.367769,20.48,0.01,nan,否,FCF/NI<70%,33.44,0.01,nan,nan,-4.49,-10.84,45.18,5.02,8.17,3.2,28.99,0.71,5.02,1.32,0.64,0.56,-0.04,1172000000.0
313,LMT,Industrials,29.0,C-暂缓,14.0,21.28342,16.53,4.38,-4.34,否,ROE>40%；应收增速>营收,692.0,4.38,-4.34,3.13,15.91,4.5,10.15,6.69,74.65,8.69,36.26,3.23,6.3,1.09,1.3,1.38,-3.39,8557000000.0
314,HGV,Consumer Cyclical,28.6,C-暂缓,10.0,26.446706,15.0,9.59,-38.72,否,经营现金流3Y为负,55.4,9.59,-38.72,-26.22,-54.3,29.58,63.92,1.6,6.28,0.7,63.71,5.7,1.56,4.1,0.44,1.9,-9.89,300000000.0
315,PTY,Financial Services,28.4,C-暂缓,14.0,8.718519,19.88,nan,nan,否,FCF/NI<70%；股数膨胀>2%,14.69,nan,nan,nan,,,nan,99.88,12.24,11.15,9.72,0.11,,,0.11,-0.39,16.41,-108019000.0
316,SRE,Utilities,28.3,C-暂缓,8.0,28.886636,16.21,-1.73,-4.95,否,FCF/NI<70%,101.04,-1.73,-4.95,58.71,-12.47,11.66,46.61,13.41,5.81,1.77,31.59,1.11,1.76,1.59,0.13,-3.29,1.3,4565000000.0
317,WF,Financial Services,28.2,C-暂缓,10.0,8.19345,17.6,5.16,-0.66,否,经营现金流3Y为负,84.71,5.16,-0.66,-9.86,11.52,,nan,23.51,8.67,0.55,14.88,2.48,,,0.02,4.2,0.15,13642391000000.0
318,ELPC,Utilities,28.0,C-暂缓,23.0,16.554967,15.38,8.34,34.22,否,利润增长显著快于营收；经营现金流3Y为负；股数膨胀>2%,13.7,8.34,34.22,-8.11,8.77,-3.81,21.68,10.29,11.62,4.56,33.61,0.88,14.47,0.98,0.44,1.05,2.76,3028446000.0
319,LKQ,Consumer Cyclical,27.4,C-暂缓,10.0,13.49027,35.07,2.18,-19.16,否,经营现金流3Y为负,37.13,2.18,-19.16,-5.26,6.45,7.58,38.57,4.45,9.29,4.03,33.43,0.77,4.57,1.67,0.91,1.4,-1.6,1063000000.0
