二筛排名,代码,行业,二筛总分,优先级,异常惩罚,PE_TTM,距52周高点跌幅_%,营收5年CAGR_%,净利润5年CAGR_%,已在Watchlist,量化警示,52周高点,营收3年CAGR_%,净利润3年CAGR_%,经营现金流3年CAGR_%,应收账款3年CAGR_%,库存3年CAGR_%,毛利率_%,净利率_%,ROE_%,ROA_%,资产负债率_%,长期债务权益比,利息保障倍数,流动比率,总资产周转率,FCF净利润转化率,股数3年CAGR_%,经营现金流_原始值
96,ERIC,Technology,58.1,B-保留观察,0.0,13.200956,26.94,-4.48,14.93,否,无,13.77,-4.48,14.93,2.21,-5.91,-20.03,47.6,12.01,25.95,9.95,14.42,0.37,15.09,1.29,0.83,1.03,0.03,32954000000.0
97,BFAM,Consumer Cyclical,58.0,B-保留观察,7.0,23.875705,39.22,13.24,33.79,否,利润增长显著快于营收,124.25,13.24,33.79,23.0,10.62,,23.77,6.58,14.42,4.99,45.26,1.31,7.03,0.52,0.76,1.34,-1.12,350726000.0
98,YMM,Technology,57.9,C-暂缓,15.0,16.60422,32.13,22.87,121.3,否,利润增长显著快于营收；应收增速>营收,14.07,22.87,121.3,nan,79.39,,63.02,35.29,11.01,10.3,0.08,0.0,,8.09,0.29,1.02,-0.71,4626880000.0
99,LII,Industrials,57.9,C-暂缓,6.0,19.814326,27.52,3.26,17.47,否,ROE>40%,616.5,3.26,17.47,35.83,-1.65,15.25,33.39,15.51,69.28,20.92,43.38,1.52,22.48,1.6,1.35,0.79,-0.64,757600000.0
100,LTM,Industrials,57.9,C-暂缓,6.0,10.626151,18.06,15.07,2.92,否,ROE>40%,70.42,15.07,2.92,,11.08,-1.36,29.16,10.23,108.5,8.88,45.85,6.01,3.61,0.6,0.87,1.27,-1.74,
101,SLB,Energy,57.2,C-暂缓,0.0,24.201252,15.15,8.33,-0.65,否,无,58.82,8.33,-0.65,20.38,8.7,7.96,18.22,9.45,12.92,6.5,21.21,0.45,8.69,1.33,0.69,1.35,1.73,6489000000.0
102,TFPM,Basic Materials,57.2,C-暂缓,21.0,20.708609,25.01,36.78,63.33,否,利润增长显著快于营收；FCF/NI<70%；股数膨胀>2%,41.7,36.78,63.33,38.26,42.09,nan,67.64,61.74,11.73,12.36,0.07,0.0,64.87,3.92,0.2,0.39,9.88,312832000.0
103,ALG,Industrials,57.0,C-暂缓,0.0,20.064561,28.08,1.95,0.61,否,无,233.29,1.95,0.61,130.33,-4.47,2.82,24.81,6.47,9.04,6.79,13.19,0.18,10.38,4.57,1.05,1.4,0.45,177543000.0
104,ACM,Industrials,56.9,C-暂缓,0.0,19.556136,44.73,7.07,21.84,否,无,135.52,7.07,21.84,4.81,2.51,,7.54,3.48,22.54,4.63,26.47,1.3,5.97,1.14,1.33,1.22,-1.75,821602000.0
105,IBP,Consumer Cyclical,56.8,C-暂缓,0.0,25.73769,30.8,3.63,5.91,否,无,349.0,3.63,5.91,10.15,3.79,4.75,33.97,8.93,37.39,12.86,47.95,1.4,12.26,3.03,1.44,1.13,-1.59,371400000.0
106,GSK,Healthcare,56.5,C-暂缓,0.0,16.455994,16.6,3.66,-27.43,否,无,61.7,3.66,-27.43,1.5,2.74,4.8,72.4,17.5,34.9,9.48,28.99,1.08,11.77,0.82,0.54,0.83,-0.67,7741000000.0
107,VNT,Technology,55.9,C-暂缓,0.0,11.866055,30.25,-1.15,0.4,否,无,48.2,-1.15,0.4,16.74,0.81,-1.92,47.17,13.2,32.64,9.36,48.88,1.72,9.5,1.16,0.71,1.09,-3.04,511000000.0
108,IT,Technology,55.8,C-暂缓,6.0,17.048277,29.88,5.87,-3.35,否,ROE>40%,265.85,5.87,-3.35,5.42,2.66,,68.39,11.22,227.95,8.78,41.41,10.47,8.73,1.0,0.78,1.61,-3.64,1290365000.0
109,TGTX,Healthcare,55.8,C-暂缓,14.0,18.014602,15.89,504.86,nan,否,ROE>40%；FCF/NI<70%,59.3,504.86,nan,nan,nan,nan,83.66,72.56,69.01,54.5,23.86,0.39,5.02,4.1,0.75,-0.06,1.99,-24772000.0
110,VC,Consumer Cyclical,55.8,C-暂缓,0.0,19.476462,19.19,0.11,17.47,否,无,129.1,0.11,17.47,34.9,-3.02,-8.23,14.12,5.33,12.82,6.33,12.73,0.27,27.0,1.8,1.19,1.38,-1.68,410000000.0
111,VIV,Communication Services,55.7,C-暂缓,0.0,15.287531,29.32,7.45,14.72,否,无,17.26,7.45,14.72,3.03,6.91,23.18,44.75,10.35,8.98,4.88,15.89,0.3,10.17,1.0,0.47,1.83,-1.34,20717402000.0
112,FISV,,55.3,C-暂缓,0.0,9.171186,61.47,6.11,11.21,否,无,140.42,6.11,11.21,9.49,3.55,,59.36,16.42,13.49,4.42,36.34,1.13,3.79,1.03,0.27,1.24,-5.36,6062000000.0
113,ASR,Industrials,55.3,C-暂缓,18.0,14.396372,28.46,13.73,1.65,否,经营现金流3Y为负；FCF/NI<70%,381.52,13.73,1.65,-2.97,0.27,12.94,46.57,28.17,26.55,12.13,39.89,0.9,10.74,3.03,0.43,0.43,0.0,12348613000.0
114,MLCO,Consumer Cyclical,55.3,C-暂缓,0.0,9.725182,44.33,56.39,nan,否,无,10.15,56.39,nan,nan,31.18,11.8,36.73,3.58,-14.84,2.37,92.46,-5.64,1.32,1.07,0.66,2.57,-5.07,818115000.0
115,ADMA,Healthcare,55.2,C-暂缓,22.0,13.617647,54.74,49.05,nan,否,应收增速>营收；FCF/NI<70%；股数膨胀>2%,20.46,49.05,nan,nan,117.0,8.14,57.39,28.8,30.78,26.4,12.8,0.17,26.69,6.71,0.92,0.19,2.36,50396000.0
116,CTSH,Technology,55.2,C-暂缓,0.0,12.015329,35.91,2.8,-0.88,否,无,87.03,2.8,-0.88,3.93,5.35,,33.72,10.56,14.85,10.97,5.57,0.08,95.03,2.14,1.04,1.16,-2.0,2883000000.0
117,LDOS,Technology,55.0,C-暂缓,7.0,11.844459,38.35,6.06,28.34,否,利润增长显著快于营收,205.77,6.06,28.34,20.83,10.14,6.02,18.04,8.43,29.45,10.93,38.8,1.06,10.4,1.7,1.3,1.12,-2.65,1750000000.0
118,KEX,Industrials,54.9,C-暂缓,7.0,20.147728,16.86,6.5,42.59,否,利润增长显著快于营收,157.69,6.5,42.59,33.0,-0.69,-4.84,26.26,10.54,10.49,5.98,18.89,0.34,11.18,1.53,0.57,1.14,-3.54,756494000.0
119,GILD,Healthcare,54.7,C-暂缓,7.0,17.919887,16.23,2.57,22.83,否,利润增长显著快于营收,157.29,2.57,22.83,3.37,0.94,5.59,78.83,28.9,37.49,14.42,42.25,1.1,10.57,1.55,0.5,1.11,-0.17,10019000000.0
120,AG,Basic Materials,54.6,C-暂缓,14.0,25.359329,45.04,26.37,nan,否,应收增速>营收；股数膨胀>2%,32.04,26.37,nan,202.58,115.76,9.38,35.57,13.04,5.97,4.94,6.58,0.11,27.69,2.6,0.38,1.88,21.42,526010000.0
121,CVSA,Consumer Defensive,54.5,C-暂缓,8.0,20.054948,17.5,8.97,-8.65,否,应收增速>营收,156.26,8.97,-8.65,217.06,21.44,,56.86,13.26,16.54,8.63,28.12,0.54,7.73,0.82,0.65,1.21,-7.33,337899000.0
122,CRH,Basic Materials,54.5,C-暂缓,0.0,17.625804,23.98,4.6,-1.15,否,无,131.55,4.6,-1.15,13.97,3.14,7.78,36.13,9.96,15.54,6.85,33.78,0.82,6.93,1.74,0.69,0.78,-3.53,5625000000.0
123,ICE,Financial Services,54.5,C-暂缓,7.0,21.153638,20.87,9.47,31.86,否,利润增长显著快于营收,189.35,9.47,31.86,9.47,9.91,,56.16,26.23,11.46,2.4,14.81,0.7,6.41,1.02,0.09,1.17,0.47,4662000000.0
124,COKE,Consumer Defensive,54.4,C-暂缓,0.0,26.968556,15.89,5.24,9.87,否,无,219.65,5.24,9.87,18.89,3.66,-1.08,39.74,7.89,-77.13,11.87,67.56,-3.93,19.11,1.26,1.5,1.09,-10.78,931904000.0
125,GFI,Basic Materials,54.4,C-暂缓,29.0,9.457825,39.5,26.86,71.2,否,利润增长显著快于营收；ROE>40%；应收增速>营收；FCF/NI<70%,61.64,26.86,71.2,39.85,37.2,1.03,55.29,40.76,42.3,28.13,21.16,0.38,44.87,1.79,0.69,0.67,0.11,3772200000.0
126,FRPT,Consumer Defensive,54.4,C-暂缓,8.0,19.14905,16.9,22.78,nan,否,FCF/NI<70%,86.0,22.78,nan,nan,3.46,9.61,40.8,12.63,11.51,8.3,27.84,0.41,6.01,5.54,0.66,0.09,0.64,160561000.0
127,VMI,Industrials,54.3,C-暂缓,0.0,19.326375,15.25,-1.89,10.1,否,无,585.71,-1.89,10.1,11.85,-0.78,-8.06,30.21,8.16,20.5,9.99,27.47,0.57,10.31,2.35,1.23,0.93,-3.72,456484000.0
128,VVX,Industrials,54.2,C-暂缓,0.0,26.862875,17.07,15.72,nan,否,无,93.98,15.72,nan,24.86,-27.41,0.65,8.33,1.74,7.18,2.39,33.47,1.01,2.23,1.22,1.38,2.18,0.76,181992000.0
129,XYL,Industrials,54.2,C-暂缓,13.0,29.086962,20.76,17.84,39.17,否,利润增长显著快于营收；股数膨胀>2%,154.27,17.84,39.17,27.7,17.08,7.15,38.46,10.59,8.34,5.61,11.7,0.18,41.72,1.62,0.53,0.95,10.57,1241000000.0
130,GDDY,Technology,54.1,C-暂缓,13.0,13.625182,41.14,6.56,35.44,否,利润增长显著快于营收；ROE>40%,155.9,6.56,35.44,17.75,11.41,,63.61,17.67,406.79,10.76,48.07,17.96,7.75,0.61,0.61,1.8,-4.32,1599400000.0
131,INGR,Consumer Defensive,54.0,C-暂缓,0.0,11.223175,20.84,-3.15,14.0,否,无,130.48,-3.15,14.0,83.81,-4.93,-8.41,25.32,10.1,16.8,9.5,24.96,0.45,27.32,2.66,0.94,0.7,-1.39,944000000.0
132,DPZ,Consumer Cyclical,54.0,C-暂缓,0.0,20.762941,21.83,2.88,9.98,否,无,469.0,2.88,9.98,18.56,7.06,-0.98,39.95,12.18,-15.42,34.85,294.11,-1.29,4.93,1.65,2.86,1.12,-1.72,792062000.0
133,SGI,Consumer Cyclical,53.9,C-暂缓,6.0,28.29227,29.4,14.96,-5.54,否,股数膨胀>2%,98.56,14.96,-5.54,28.31,-5.34,4.32,42.58,5.14,12.36,4.37,57.54,2.15,2.8,0.83,0.85,1.65,7.2,800100000.0
134,PYPL,Financial Services,53.7,C-暂缓,7.0,10.920272,26.87,6.43,29.33,否,利润增长显著快于营收,79.22,6.43,29.33,3.34,1.6,,46.62,15.78,25.83,6.59,12.46,0.49,15.27,1.29,0.42,1.06,-6.79,6416000000.0
135,VRSK,Industrials,53.6,C-暂缓,6.0,29.049322,31.66,7.16,-1.63,否,ROE>40%,276.19,7.16,-1.63,10.68,14.7,,69.88,29.56,293.95,17.37,79.1,15.86,7.85,1.2,0.59,1.31,-3.64,1436000000.0
136,ULTA,Consumer Cyclical,53.6,C-暂缓,6.0,20.238967,24.55,6.68,-2.45,否,ROE>40%,714.97,6.68,-2.45,0.47,-14.66,10.8,nan,9.31,41.14,17.74,31.18,0.78,,1.41,1.91,0.93,-4.28,1502780000.0
137,SNY,Healthcare,53.5,C-暂缓,0.0,22.945424,18.79,4.82,-2.27,否,无,52.68,4.82,-2.27,0.7,-0.06,4.46,72.07,16.72,10.95,6.02,16.03,0.28,10.86,1.09,0.36,0.92,-1.43,10750000000.0
138,POST,Consumer Defensive,53.5,C-暂缓,0.0,15.048635,23.93,11.72,-23.73,否,无,117.28,11.72,-23.73,37.67,10.64,16.8,28.68,4.11,8.94,2.54,56.92,2.05,2.23,1.67,0.62,1.45,-3.47,998300000.0
139,NHI,Real Estate,53.2,C-暂缓,6.0,24.202158,17.88,10.53,28.89,否,股数膨胀>2%,91.38,10.53,28.89,8.47,1.45,,97.08,37.85,9.34,5.25,41.61,0.76,3.61,1.07,0.14,1.66,3.64,236563000.0
140,MDT,Healthcare,52.9,C-暂缓,0.0,23.053619,19.13,5.21,8.51,否,无,106.33,5.21,8.51,6.67,3.46,3.98,65.02,13.2,9.71,5.2,30.06,0.57,9.58,2.13,0.39,1.13,-1.28,7330000000.0
141,OLED,Technology,52.9,C-暂缓,8.0,20.73787,43.98,1.8,4.84,否,FCF/NI<70%,153.38,1.8,4.84,18.46,8.98,9.55,76.31,37.21,13.75,12.75,0.98,0.01,,10.06,0.34,0.6,-0.36,210830000.0
142,ENS,Industrials,52.8,C-暂缓,0.0,24.658442,22.28,0.38,18.64,否,无,244.3,0.38,18.64,25.06,-7.42,-3.15,29.26,7.83,15.41,7.36,29.72,0.62,7.88,2.66,0.94,1.59,-3.76,547596000.0
143,LHX,Industrials,52.6,C-暂缓,0.0,28.910069,24.55,8.62,14.78,否,无,379.23,8.62,14.78,12.91,3.1,-1.89,25.73,7.35,8.18,3.86,26.98,0.57,4.24,1.19,0.53,1.67,-0.66,3106000000.0
144,SNN,Healthcare,52.2,C-暂缓,7.0,20.48286,22.33,5.73,40.99,否,利润增长显著快于营收,38.79,5.73,40.99,40.03,4.02,-1.35,68.01,10.14,11.82,6.01,31.82,0.63,5.35,2.57,0.59,1.36,-0.8,1285000000.0
145,DORM,Consumer Cyclical,52.1,C-暂缓,8.0,19.66761,15.19,7.11,18.88,否,FCF/NI<70%,166.89,7.11,18.88,39.69,3.89,8.26,42.14,9.59,13.82,8.3,21.52,0.36,10.64,3.09,0.87,0.37,-1.11,113634000.0
146,CHDN,Consumer Cyclical,52.0,C-暂缓,8.0,14.670628,26.99,17.37,-4.48,否,应收增速>营收,118.35,17.37,-4.48,12.77,40.27,-16.82,33.58,13.09,37.93,5.19,68.66,5.09,2.79,0.6,0.4,0.81,-2.37,769800000.0
147,PAYX,Technology,52.0,C-暂缓,14.0,24.186094,16.65,9.15,4.16,否,ROE>40%；应收增速>营收,141.89,9.15,4.16,14.43,19.96,,74.29,27.03,47.12,10.75,28.49,1.23,9.57,1.26,0.4,1.32,-0.46,2556700000.0
148,TIMB,Communication Services,51.9,C-暂缓,7.0,10.542412,35.26,7.34,37.17,否,利润增长显著快于营收,28.22,7.34,37.17,13.62,12.74,14.8,53.93,16.2,17.98,7.61,29.05,0.69,2.99,0.89,0.47,2.06,-0.44,13440069000.0
149,CNM,Industrials,51.6,C-暂缓,6.0,19.723448,30.74,4.76,6.41,否,股数膨胀>2%,67.18,4.76,6.41,17.47,4.85,-1.98,26.93,5.77,22.08,7.38,40.05,1.22,6.06,2.63,1.28,1.37,3.0,650000000.0
150,OBDC,Financial Services,51.5,C-暂缓,6.0,15.453164,24.5,9.83,10.39,否,股数膨胀>2%,14.53,9.83,10.39,100.13,,,nan,88.41,8.48,4.04,54.11,1.26,,,0.05,2.78,8.37,1741520000.0
151,WYNN,Consumer Cyclical,51.4,C-暂缓,0.0,24.247704,24.92,23.86,nan,否,无,134.72,23.86,nan,nan,23.06,8.07,41.43,4.59,-118.82,2.51,92.89,-44.2,1.82,1.63,0.55,2.11,-2.84,1352653000.0
152,ERO,Basic Materials,51.4,C-暂缓,22.0,10.867857,23.54,22.61,37.33,否,应收增速>营收；FCF/NI<70%；股数膨胀>2%,39.8,22.61,37.33,40.2,58.62,51.25,43.85,33.56,28.19,15.6,32.87,0.68,22.54,1.06,0.46,0.43,4.17,395136000.0
153,XP,Financial Services,51.2,C-暂缓,8.0,8.925216,26.59,10.28,13.04,否,应收增速>营收,23.13,10.28,13.04,88.31,29.34,,24.47,64.89,21.96,1.39,26.28,4.43,9.71,0.71,0.02,2.24,-1.43,12044826000.0
154,EQX,Basic Materials,51.2,C-暂缓,14.0,12.284369,45.57,24.04,nan,否,FCF/NI<70%；股数膨胀>2%,18.96,24.04,nan,143.8,-4.4,11.73,35.33,12.19,3.82,2.57,15.46,0.28,1.73,1.56,0.21,0.57,36.73,818345000.0
155,AROC,Energy,51.0,C-暂缓,21.0,18.438794,19.65,20.78,93.77,否,利润增长显著快于营收；FCF/NI<70%；股数膨胀>2%,42.23,20.78,93.77,45.15,1.15,9.05,48.57,21.63,21.61,7.89,55.67,1.62,3.56,1.54,0.36,0.37,3.96,622107000.0
156,MLM,Basic Materials,50.9,C-暂缓,0.0,13.605015,22.17,-0.06,9.46,否,无,710.97,-0.06,9.46,21.67,-2.9,7.26,30.72,18.49,11.33,6.17,30.49,0.57,6.33,3.57,0.33,0.86,-0.97,1785000000.0
157,VST,Utilities,50.7,C-暂缓,0.0,23.731048,36.05,8.92,nan,否,无,219.82,8.92,nan,103.21,4.1,21.25,32.89,5.32,18.52,2.38,48.3,3.94,2.14,0.78,0.45,1.4,-4.63,4070000000.0
158,MGY,Energy,50.5,C-暂缓,10.0,13.710983,27.59,-8.18,-28.61,否,经营现金流3Y为负,32.76,-8.18,-28.61,-12.17,-11.96,,47.29,24.79,16.77,11.36,14.17,0.21,20.31,1.54,0.46,1.26,-1.91,878639000.0
159,CBZ,Industrials,50.1,C-暂缓,6.0,26.346154,18.5,25.0,3.1,否,股数膨胀>2%,67.24,25.0,3.1,15.13,20.61,,12.89,4.19,6.55,2.6,41.47,1.04,2.5,1.22,0.62,1.52,2.72,192485000.0
160,MBGL,Technology,49.9,C-暂缓,0.0,28.909437,18.23,8.56,-7.32,否,无,26.0,8.56,-7.32,11.09,3.64,,nan,8.0,1.22,1.07,1.91,0.02,2.92,1.07,0.13,3.29,0.0,485000000.0
161,SITE,Industrials,49.9,C-暂缓,0.0,27.936986,39.51,5.43,-14.79,否,无,168.56,5.43,-14.79,11.43,6.28,4.52,34.76,3.23,9.15,4.83,30.44,0.59,6.8,2.47,1.5,1.62,-0.39,300500000.0
162,DG,Consumer Defensive,49.8,C-暂缓,0.0,17.952654,19.78,4.13,-14.46,否,无,158.23,4.13,-14.46,22.35,,-2.16,30.66,3.54,17.77,4.87,50.76,1.85,9.52,1.13,1.38,1.58,0.17,3634500000.0
163,OPCH,Healthcare,49.8,C-暂缓,10.0,17.929322,35.6,12.72,11.3,否,经营现金流3Y为负,36.8,12.72,11.3,-1.15,7.85,28.07,19.26,3.67,15.65,6.04,36.85,0.96,6.19,1.53,1.64,1.05,-4.83,258447000.0
164,COR,Healthcare,49.7,C-暂缓,6.0,24.308046,15.98,10.43,-2.92,否,ROE>40%,377.54,10.43,-2.92,12.76,10.98,9.62,3.57,0.48,103.06,2.16,10.0,5.08,6.38,0.9,4.47,2.06,-2.02,3875120000.0
165,DHI,Consumer Cyclical,49.7,C-暂缓,0.0,14.408288,17.94,0.76,-15.09,否,无,184.55,0.76,-15.09,82.61,,5.3,23.7,10.47,14.82,10.02,17.0,0.25,,17.39,0.96,0.92,-5.05,3420900000.0
166,BAH,Industrials,49.6,C-暂缓,13.0,11.307502,37.19,6.6,46.44,否,利润增长显著快于营收；ROE>40%,114.48,6.6,46.44,19.96,0.2,,52.71,7.59,77.01,11.79,57.91,3.73,5.14,1.78,1.55,1.12,-2.95,1041000000.0
167,PFSI,Financial Services,49.1,C-暂缓,8.0,10.400864,52.68,23.95,1.76,否,FCF/NI<70%,160.36,23.95,1.76,nan,6.73,,59.26,11.34,11.63,1.81,78.46,5.35,,1.71,0.16,-3.4,1.36,-1651984000.0
168,TMUS,Communication Services,48.3,C-暂缓,7.0,18.183621,33.68,3.53,61.9,否,利润增长显著快于营收,261.56,3.53,61.9,18.54,3.12,8.48,62.89,12.45,18.57,5.15,55.77,2.07,4.78,1.0,0.41,1.4,-3.56,27950000000.0
169,WFRD,Energy,48.3,C-暂缓,7.0,17.260133,22.64,4.33,154.98,否,利润增长显著快于营收,113.15,4.33,154.98,24.65,7.66,6.66,31.19,8.76,25.37,8.32,31.6,0.97,5.04,2.19,0.95,1.04,0.28,676000000.0
170,DIS,Communication Services,48.2,C-暂缓,7.0,16.260558,15.04,4.51,58.0,否,利润增长显著快于营收,119.78,4.51,58.0,44.41,-1.18,7.0,37.76,13.14,11.29,6.3,22.72,0.41,7.62,0.71,0.48,0.81,0.19,18101000000.0
171,OSK,Industrials,48.1,C-暂缓,7.0,17.472632,15.34,7.96,54.95,否,利润增长显著快于营收,180.49,7.96,54.95,9.22,7.81,8.38,17.45,6.21,14.28,6.64,10.93,0.24,8.16,1.94,1.07,0.88,-1.49,783400000.0
172,HAL,Energy,47.9,C-暂缓,0.0,16.659686,27.0,3.01,-6.55,否,无,43.59,3.01,-6.55,9.28,2.22,0.6,15.71,5.78,12.26,5.07,32.52,0.78,6.03,2.04,0.88,1.3,-2.56,2926000000.0
173,MGNI,Communication Services,47.7,C-暂缓,6.0,20.009506,22.44,7.35,nan,否,股数膨胀>2%,26.65,7.35,nan,7.04,10.06,,62.66,20.26,15.68,4.81,19.79,0.68,4.73,1.02,0.24,1.05,2.18,236168000.0
174,WING,Consumer Cyclical,47.6,C-暂缓,23.0,29.407854,64.18,24.91,48.75,否,利润增长显著快于营收；应收增速>营收；FCF/NI<70%,345.81,24.91,48.75,26.15,33.89,5.14,48.68,25.01,-23.65,24.72,183.21,-1.72,7.63,3.26,0.99,0.61,-2.74,153065000.0
175,MKC,Consumer Defensive,47.4,C-暂缓,0.0,8.741865,27.61,2.51,5.0,否,无,72.58,2.51,5.0,13.88,3.11,-1.72,37.9,11.54,13.76,6.01,31.54,0.73,5.65,0.7,0.52,0.94,0.05,962200000.0
176,RGLD,Basic Materials,47.4,C-暂缓,22.0,25.279272,29.77,19.54,24.96,否,应收增速>营收；FCF/NI<70%；股数膨胀>2%,306.25,19.54,24.96,19.09,30.91,26.93,69.27,45.25,6.51,7.21,9.39,0.13,20.77,3.12,0.16,-0.99,8.81,704846000.0
177,EGO,Basic Materials,47.4,C-暂缓,22.0,12.862081,29.63,27.43,nan,否,应收增速>营收；FCF/NI<70%；股数膨胀>2%,51.16,27.43,nan,52.08,48.73,14.33,48.09,28.13,11.85,8.08,19.17,0.3,20.67,1.83,0.29,-0.33,2.32,742155000.0
178,TRU,Financial Services,47.4,C-暂缓,0.0,21.100264,16.27,7.25,19.58,否,无,95.5,7.25,19.58,49.23,14.54,,59.09,9.95,10.26,4.12,46.42,1.16,3.73,1.75,0.41,1.45,-0.05,987600000.0
179,GPI,Consumer Cyclical,47.3,C-暂缓,0.0,11.789647,43.16,11.64,-24.36,否,无,488.39,11.64,-24.36,5.83,15.68,26.43,16.05,1.44,11.66,3.22,56.72,2.1,2.58,1.08,2.24,1.31,-5.55,694500000.0
180,TREX,Industrials,46.9,C-暂缓,8.0,29.417053,24.96,2.02,1.03,否,FCF/NI<70%,66.06,2.02,1.03,18.32,-21.14,19.08,39.17,16.22,18.41,13.47,12.89,0.18,,1.24,0.83,0.65,-0.93,358113000.0
181,DDS,Consumer Cyclical,46.9,C-暂缓,10.0,14.645236,16.9,-2.11,-13.85,否,经营现金流3Y为负,741.98,-2.11,-13.85,-8.9,-11.32,2.35,40.32,8.69,32.05,16.21,15.91,0.31,17.93,2.65,1.87,1.09,-3.04,717008000.0
182,TME,Communication Services,46.6,C-暂缓,15.0,11.558675,64.31,5.1,44.33,否,利润增长显著快于营收；应收增速>营收,26.7,5.1,44.33,11.0,13.49,43.07,44.18,33.6,13.77,11.46,3.72,0.05,109.83,2.22,0.34,0.82,-3.34,10231000000.0
183,SNEX,Financial Services,46.0,C-暂缓,6.0,20.183312,19.69,26.09,13.88,否,股数膨胀>2%,94.66,26.09,13.88,nan,33.06,21.34,1.95,0.23,12.87,0.84,40.91,7.79,1.28,1.57,3.64,14.13,4.54,4388300000.0
184,GAP,Consumer Cyclical,46.0,C-暂缓,0.0,8.178461,29.94,-0.54,nan,否,无,29.36,-0.54,nan,28.67,-2.41,-2.61,40.79,5.31,21.47,6.66,44.42,1.48,13.17,1.75,1.25,1.01,0.54,1293000000.0
185,AMT,Real Estate,45.6,C-暂缓,6.0,23.119751,21.75,3.34,12.73,否,ROE>40%,214.79,3.34,12.73,13.92,-4.99,,74.18,23.76,69.25,4.07,71.16,12.31,3.24,0.4,0.17,1.5,0.05,5464000000.0
186,DOX,Technology,45.4,C-暂缓,10.0,11.052081,38.76,-0.32,0.91,否,经营现金流3Y为负,90.29,-0.32,0.91,-0.34,-9.27,,37.98,12.46,16.47,8.94,13.22,0.24,17.34,1.17,0.72,1.14,-3.54,749096000.0
187,AEO,Consumer Cyclical,45.2,C-暂缓,0.0,11.065478,37.39,3.59,15.33,否,无,28.46,3.59,15.33,3.94,2.18,6.26,36.51,3.46,11.34,4.9,42.41,1.0,22.93,1.51,1.42,1.02,-4.68,456182000.0
188,GME,Consumer Cyclical,45.2,C-暂缓,6.0,14.158968,32.35,-15.08,nan,否,股数膨胀>2%,28.1,-15.08,nan,78.44,-33.63,-16.1,32.95,11.53,7.68,5.15,41.99,0.8,10.63,15.3,0.45,1.43,13.75,614800000.0
189,OTIS,Industrials,45.1,C-暂缓,0.0,18.786254,22.7,1.79,3.37,否,无,94.56,1.79,3.37,0.76,4.51,-0.22,30.28,9.59,-25.67,12.6,79.89,-1.58,,0.85,1.31,1.04,-2.05,1596000000.0
190,BDC,Technology,44.8,C-暂缓,0.0,20.800341,19.88,1.37,-2.3,否,无,159.99,1.37,-2.3,8.05,1.69,5.61,37.98,8.75,18.78,6.91,39.57,1.11,6.76,1.93,0.79,0.92,-3.12,354864000.0
191,MAIN,Financial Services,44.8,C-暂缓,14.0,11.83045699999999,17.21,22.98,26.87,否,FCF/NI<70%；股数膨胀>2%,67.77,22.98,26.87,nan,,,nan,83.37,16.48,9.13,43.25,0.82,,,0.11,-0.09,4.61,-45705000.0
192,DLB,Industrials,44.8,C-暂缓,8.0,26.127482,18.9,2.47,11.48,否,应收增速>营收,75.66,2.47,11.48,14.02,10.77,8.91,88.13,18.9,9.72,8.05,1.2,0.01,710.57,3.17,0.43,1.69,-0.15,472198000.0
193,AGCO,Industrials,44.6,C-暂缓,0.0,14.238753,27.79,-7.29,-6.53,否,无,143.78,-7.29,-6.53,5.64,-4.03,-5.3,25.46,7.21,17.0,6.29,21.49,0.6,5.89,1.39,0.87,1.02,-0.89,988100000.0
194,OTEX,Technology,44.5,C-暂缓,10.0,12.56567,35.71,13.94,3.15,否,经营现金流3Y为负,39.9,13.94,3.15,-5.42,15.63,,72.25,8.43,11.09,3.12,48.23,1.69,2.28,0.8,0.37,1.58,-1.4,830618000.0
195,TM,Consumer Cyclical,44.3,C-暂缓,8.0,8.64909,25.32,10.91,16.22,否,FCF/NI<70%,248.9,10.91,16.22,22.81,12.13,6.46,16.7,7.59,9.64,3.87,40.94,1.08,86.47,1.27,0.51,0.05,-1.32,5472920000000.0
196,LW,Consumer Defensive,44.2,C-暂缓,0.0,25.625,20.53,7.31,-34.0,否,无,67.07,7.31,-34.0,7.37,2.47,1.29,20.56,4.39,15.89,3.93,53.43,2.16,3.27,1.42,0.9,1.86,-1.92,942900000.0
197,KMB,Consumer Defensive,44.2,C-暂缓,6.0,19.174521,18.25,-6.58,1.48,否,ROE>40%,137.46,-6.58,1.48,0.53,-6.12,-13.37,36.01,12.29,134.55,12.01,42.67,4.86,9.02,0.75,0.98,0.81,-0.56,2777000000.0
198,UMC,Technology,44.2,C-暂缓,10.0,18.544671,33.39,-5.19,-23.31,否,经营现金流3Y为负,28.96,-5.19,-23.31,-11.86,-5.48,6.21,29.01,16.99,11.03,7.16,10.54,0.16,32.45,2.29,0.42,1.22,0.22,99864187000.0
199,DVA,Healthcare,44.0,C-暂缓,0.0,17.567179,23.76,5.53,10.04,否,无,247.49,5.53,10.04,6.44,4.24,13.75,32.25,5.47,-114.7,4.3,73.65,-19.77,3.32,1.29,0.78,1.75,-8.81,1886500000.0
200,VG,Energy,43.9,C-暂缓,16.0,13.807629,29.46,28.77,10.84,否,应收增速>营收；FCF/NI<70%,17.62,28.77,10.84,21.05,69.06,113.49,50.17,18.37,37.52,5.22,65.3,5.18,3.31,0.93,0.28,-2.69,0.51,6566000000.0
