二筛排名,代码,Yahoo代码,行业,二筛总分,优先级,异常惩罚,PE_TTM,距52周高点跌幅_%,营收5年CAGR_%,净利润5年CAGR_%,已在Watchlist,量化警示,52周高点,营收3年CAGR_%,净利润3年CAGR_%,经营现金流3年CAGR_%,应收账款3年CAGR_%,库存3年CAGR_%,毛利率_%,净利率_%,ROE_%,ROA_%,资产负债率_%,长期债务权益比,利息保障倍数,流动比率,总资产周转率,FCF净利润转化率,股数3年CAGR_%,经营现金流_原始值
103,00288,0288.HK,Consumer Defensive,39.0,C-暂缓,8.0,9.079266,20.48,-0.13,4.58,否,应收增速>营收,10.84,-0.13,4.58,11.9,10.33,-3.37,17.79,5.59,14.01,7.51,18.82,0.37,18.31,1.9,1.34,1.22,0.0,2526000000.0
104,06655,6655.HK,Basic Materials,38.3,C-暂缓,8.0,8.715496,26.19,5.07,1.87,否,应收增速>营收,20.2,5.07,1.87,13.59,32.33,1.21,30.22,8.07,8.9,3.79,31.15,0.79,7.24,0.97,0.47,1.43,-0.28,6694037666.0
105,80016,80016.HK,,38.0,C-暂缓,0.0,15.266842,18.71,,,否,无,128.8,,,,,,nan,nan,nan,,,,,,,nan,,
106,02921,2921.HK,,37.5,C-暂缓,0.0,17.466035,,,,否,无,,,,,,,nan,nan,nan,,,,,,,nan,,
107,01818,1818.HK,Basic Materials,37.3,C-暂缓,25.0,16.46662,50.28,18.97,250.49,否,利润增长显著快于营收；经营现金流3Y为负；FCF/NI<70%,42.36,18.97,250.49,-2.53,0.96,14.32,39.15,12.56,6.85,2.89,37.43,0.95,5.97,0.96,0.23,0.36,1.33,2597165000.0
108,00868,0868.HK,Basic Materials,36.7,C-暂缓,16.0,13.354273,25.02,-2.87,-15.53,否,经营现金流3Y为负；股数膨胀>2%,12.35,-2.87,-15.53,-3.65,-21.36,-2.69,31.12,13.1,7.41,5.7,10.09,0.13,24.7,1.36,0.44,1.43,2.49,5321500000.0
109,06936,6936.HK,Industrials,36.5,C-暂缓,10.0,13.871231,27.79,4.84,21.66,否,经营现金流3Y为负,47.14,4.84,21.66,-5.55,6.19,15.97,13.32,3.61,11.19,5.17,21.2,0.46,9.51,1.25,1.43,1.62,0.97,27555275000.0
110,00857,0857.HK,Energy,36.5,C-暂缓,0.0,10.108535,16.94,-4.01,1.88,否,无,12.22,-4.01,1.88,1.56,2.66,-3.54,21.59,5.49,9.92,5.64,12.51,0.22,13.87,1.1,1.03,0.76,0.0,412510000000.0
111,81299,81299.HK,,36.5,C-暂缓,0.0,16.186541,16.04,,,否,无,81.65,,,,,,nan,nan,nan,,,,,,,nan,,
112,02688,2688.HK,Utilities,36.4,C-暂缓,8.0,7.539841,36.99,0.56,0.21,否,FCF/NI<70%,73.8,0.56,0.21,1.08,-5.39,-2.36,11.88,5.28,12.35,5.64,18.62,0.41,14.48,0.64,1.07,0.57,-0.56,10433000000.0
113,01836,1836.HK,Consumer Cyclical,36.0,C-暂缓,10.0,11.429958,16.47,-1.25,5.34,否,经营现金流3Y为负,17.37,-1.25,5.34,-6.74,-3.98,4.83,21.8,8.79,12.58,9.64,1.13,0.01,215.37,2.88,1.1,0.75,1.82,194736000.0
114,80883,80883.HK,,35.3,C-暂缓,0.0,7.9756,23.26,,,否,无,27.26,,,,,,nan,nan,nan,,,,,,,nan,,
115,80992,80992.HK,,34.4,C-暂缓,0.0,20.014386,20.0,,,否,无,23.5,,,,,,nan,nan,nan,,,,,,,nan,,
116,82318,82318.HK,,34.4,C-暂缓,0.0,6.893495,23.47,,,否,无,66.05,,,,,,nan,nan,nan,,,,,,,nan,,
117,80291,80291.HK,,34.3,C-暂缓,0.0,20.365736,20.69,,,否,无,26.68,,,,,,nan,nan,nan,,,,,,,nan,,
118,03808,3808.HK,Industrials,34.2,C-暂缓,25.0,14.265245,16.36,22.63,61.3,否,利润增长显著快于营收；应收增速>营收；经营现金流3Y为负,48.4,22.63,61.3,-11.24,46.19,18.09,15.08,6.41,15.6,4.96,3.58,0.12,87.31,1.06,0.77,0.94,0.0,7623014000.0
119,06030,6030.HK,Financial Services,34.1,C-暂缓,10.0,10.889803,16.96,4.88,12.16,否,经营现金流3Y为负,32.9,4.88,12.16,-1.91,,,nan,40.46,9.4,1.59,13.91,0.91,,,0.04,2.41,0.0,74104321265.96
120,02460,2460.HK,Consumer Defensive,33.8,C-暂缓,16.0,17.862935,32.31,-4.48,-0.15,否,应收增速>营收；FCF/NI<70%,12.04,-4.48,-0.15,21.38,6.96,-12.11,45.68,8.96,9.18,5.78,0.28,0.0,655.51,2.13,0.65,0.02,0.71,1511086000.0
121,00189,0189.HK,Basic Materials,32.9,C-暂缓,18.0,10.657754,51.05,-10.51,-24.77,否,应收增速>营收；经营现金流3Y为负,23.74,-10.51,-24.77,-9.99,4.31,-19.99,30.81,11.44,11.42,7.38,0.14,0.0,1840.28,3.27,0.65,1.24,-8.39,3706493000.0
122,00303,0303.HK,Technology,32.3,C-暂缓,18.0,12.718855,22.31,-3.29,-3.49,否,经营现金流3Y为负；FCF/NI<70%,67.9,-3.29,-3.49,-19.65,-2.4,-5.37,32.72,6.61,20.72,10.24,9.76,0.2,42.7,1.89,1.55,0.69,0.08,123900000.0
123,01876,1876.HK,Consumer Defensive,31.5,C-暂缓,10.0,24.946039,25.16,-3.82,-18.79,否,经营现金流3Y为负,9.42,-3.82,-18.79,-15.51,-3.68,-11.09,50.09,8.48,4.77,3.31,1.88,0.03,44.23,0.99,0.39,1.32,-0.03,951000000.0
124,00135,0135.HK,Energy,30.8,C-暂缓,10.0,10.277905,16.53,4.1,0.75,否,经营现金流3Y为负,8.83,4.1,0.75,-5.8,9.16,-1.38,10.06,2.76,7.89,3.72,14.86,0.32,18.94,1.73,1.35,1.22,-0.0,12430000000.0
125,03396,3396.HK,Technology,30.5,C-暂缓,10.0,21.93997,31.92,8.07,-3.13,否,经营现金流3Y为负,18.64,8.07,-3.13,-18.31,12.55,6.36,15.68,0.17,1.83,0.14,22.44,2.99,3.41,0.73,0.83,8.28,0.0,25918375000.0
126,02600,2600.HK,Basic Materials,30.1,C-暂缓,15.0,8.58173,46.37,-6.07,44.6,否,利润增长显著快于营收；应收增速>营收,15.55,-6.07,44.6,7.03,8.0,-0.94,18.03,5.26,16.92,5.72,28.01,0.85,12.03,1.36,1.09,1.96,-0.01,34092341000.0
127,89618,89618.HK,,29.8,C-暂缓,0.0,24.321354,15.67,,,否,无,131.5,,,,,,nan,nan,nan,,,,,,,nan,,
128,00291,0291.HK,Consumer Defensive,29.7,C-暂缓,8.0,21.222646,16.53,2.51,-8.11,否,应收增速>营收,29.4,2.51,-8.11,1.35,14.69,7.67,43.07,8.87,10.45,4.89,4.96,0.11,92.5,0.82,0.55,1.58,0.0,7127000000.0
129,02518,2518.HK,Communication Services,29.0,C-暂缓,18.0,16.671949,24.0,-2.4,-6.79,否,经营现金流3Y为负；FCF/NI<70%,58.0,-2.4,-6.79,-29.75,-7.59,,72.35,24.41,6.83,5.38,0.15,0.0,,6.0,0.22,0.49,-2.05,889462000.0
130,00512,0512.HK,Healthcare,29.0,C-暂缓,26.0,14.757336,47.06,8.71,-15.81,否,应收增速>营收；经营现金流3Y为负；FCF/NI<70%,9.88,8.71,-15.81,-3.62,18.07,3.45,55.2,10.1,7.29,4.76,17.38,0.28,10.2,1.14,0.47,0.1,-0.45,1649523000.0
131,06886,6886.HK,Financial Services,28.2,C-暂缓,8.0,7.948886,23.2,1.74,14.02,否,FCF/NI<70%,21.94,1.74,14.02,nan,,,nan,50.49,7.92,1.73,28.16,1.47,,,0.03,-0.84,-0.18,-12601571386.35
132,00867,0867.HK,Healthcare,26.1,C-暂缓,18.0,17.625944,22.78,-3.54,-22.98,否,经营现金流3Y为负；FCF/NI<70%,15.63,-3.54,-22.98,-40.24,3.26,18.99,71.5,18.13,8.56,7.99,3.59,0.04,104.61,6.33,0.44,0.16,-0.17,758421000.0
133,09899,9899.HK,Communication Services,26.0,C-暂缓,26.0,9.202711,55.77,-4.8,nan,否,应收增速>营收；经营现金流3Y为负；FCF/NI<70%,298.0,-4.8,nan,-4.24,24.3,nan,35.69,35.42,21.35,18.29,0.04,0.0,10659.44,4.04,0.52,0.58,0.0,1618081000.0
134,00762,0762.HK,Communication Services,25.5,C-暂缓,18.0,9.262295,36.52,3.39,7.52,否,应收增速>营收；经营现金流3Y为负,10.68,3.39,7.52,-3.56,31.05,8.91,68.84,5.31,5.65,3.1,5.09,0.09,20.41,0.63,0.58,1.08,0.0,90175000000.0
135,00384,0384.HK,Utilities,23.3,C-暂缓,10.0,12.6,28.81,-7.16,-14.12,否,经营现金流3Y为负,8.85,-7.16,-14.12,-11.22,-1.5,-9.58,14.78,3.69,4.76,1.78,42.18,1.16,3.81,0.91,0.48,0.93,0.05,7017584000.0
136,00788,0788.HK,Communication Services,23.0,C-暂缓,18.0,12.275994,21.79,2.9,9.79,否,应收增速>营收；经营现金流3Y为负,12.85,2.9,9.79,-4.85,30.89,,93.9,11.58,5.7,3.47,26.88,0.44,7.28,1.29,0.3,2.2,-0.23,56116000000.0
137,03360,3360.HK,Financial Services,22.6,C-暂缓,8.0,7.337436,16.74,4.69,-12.91,否,FCF/NI<70%,8.54,4.69,-12.91,nan,11.5,-5.17,41.86,10.32,7.95,1.09,73.78,5.43,6.37,1.12,0.11,0.4,-0.8,9965983000.0
138,01099,1099.HK,Healthcare,22.0,C-暂缓,10.0,6.698851,20.99,1.37,-5.67,否,经营现金流3Y为负,22.34,1.37,-5.67,-12.3,7.75,1.3,7.25,1.24,8.52,1.83,18.18,0.85,7.43,1.41,1.47,1.75,0.0,14138206000.0
139,01929,1929.HK,Consumer Cyclical,21.4,C-暂缓,26.0,13.395032,28.61,-0.1,18.7,否,应收增速>营收；经营现金流3Y为负；FCF/NI<70%,16.95,-0.1,18.7,-49.23,13.01,2.43,32.31,9.54,29.07,11.09,31.06,0.86,15.78,1.68,1.16,0.08,-0.45,1317000000.0
140,02689,2689.HK,Basic Materials,21.3,C-暂缓,8.0,10.024609,22.17,-3.99,-52.13,否,FCF/NI<70%,9.97,-3.99,-52.13,nan,-2.04,-8.59,9.6,1.26,1.56,0.58,49.88,1.44,1.82,1.16,0.46,-18.13,0.0,-794199000.0
141,00358,0358.HK,Basic Materials,20.4,C-暂缓,16.0,12.857267,37.08,4.3,5.96,否,应收增速>营收；FCF/NI<70%,53.75,4.3,5.96,nan,14.08,21.45,4.4,1.31,8.77,3.46,34.46,0.93,5.08,1.26,2.65,-1.61,0.0,-6914101315.0
142,00551,0551.HK,Consumer Cyclical,18.9,C-暂缓,18.0,8.504311,25.92,-3.62,8.74,否,经营现金流3Y为负；FCF/NI<70%,19.1,-3.62,8.74,-13.32,-0.56,-5.31,22.76,4.74,8.25,5.11,12.95,0.21,9.8,2.12,1.08,0.69,-0.16,591240000.0
143,00902,0902.HK,Utilities,17.4,C-暂缓,8.0,6.025641,19.92,-2.41,nan,否,FCF/NI<70%,7.63,-2.41,nan,27.38,5.08,-4.67,18.45,6.28,10.11,2.4,50.49,2.17,4.34,0.52,0.38,0.62,0.0,67212899994.0
144,00636,0636.HK,Industrials,17.2,C-暂缓,18.0,7.705128,38.61,-11.88,-26.59,否,应收增速>营收；经营现金流3Y为负,9.79,-11.88,-26.59,-18.46,1.65,-10.29,10.46,2.51,7.99,3.27,26.33,0.65,5.65,1.41,1.3,1.61,0.0,2919112000.0
145,00916,0916.HK,Utilities,14.2,C-暂缓,18.0,9.741586,33.37,-8.79,-3.97,否,经营现金流3Y为负；FCF/NI<70%,8.66,-8.79,-3.97,-9.65,-1.03,-18.9,34.79,14.96,6.03,1.73,49.68,1.76,3.18,0.63,0.12,-0.46,-0.09,21832566099.33
146,02232,2232.HK,Consumer Cyclical,14.1,C-暂缓,26.0,10.490457,18.09,1.97,9.16,否,应收增速>营收；经营现金流3Y为负；FCF/NI<70%,7.85,1.97,9.16,-8.62,22.92,4.7,19.9,8.51,13.97,10.12,1.63,0.02,23.32,2.34,1.19,0.54,0.0,266423000.0
147,00148,0148.HK,Industrials,12.7,C-暂缓,26.0,10.093176,73.6,-2.78,6.39,否,应收增速>营收；经营现金流3Y为负；FCF/NI<70%,151.8,-2.78,6.39,-23.5,8.75,-9.51,17.47,9.7,6.81,4.37,21.95,0.35,8.1,1.85,0.45,0.19,-0.01,4738794000.0
148,00763,0763.HK,Technology,12.7,C-暂缓,18.0,22.736687,47.61,2.88,-11.41,否,经营现金流3Y为负；FCF/NI<70%,46.46,2.88,-11.41,-19.73,6.87,1.3,30.25,4.2,7.45,2.64,30.31,0.87,2.68,1.76,0.63,0.0,0.33,3918746000.0
149,00152,0152.HK,Industrials,10.1,C-暂缓,18.0,6.641304,34.3,1.72,18.64,否,经营现金流3Y为负；FCF/NI<70%,9.3,1.72,18.64,-23.62,6.02,10.19,21.03,13.76,6.32,1.56,46.6,1.99,3.84,0.69,0.11,-2.44,0.77,4514865000.0
150,01898,1898.HK,Energy,8.8,C-暂缓,26.0,8.900651,28.28,-12.44,-7.4,否,应收增速>营收；经营现金流3Y为负；FCF/NI<70%,15.24,-12.44,-7.4,-11.94,-4.17,-9.22,20.15,9.79,9.04,3.98,19.33,0.45,11.61,1.07,0.41,0.55,0.0,29791934000.0
151,00576,0576.HK,Industrials,5.6,C-暂缓,32.0,6.861461,18.01,8.82,0.93,否,应收增速>营收；经营现金流3Y为负；FCF/NI<70%；股数膨胀>2%,8.16,8.82,0.93,-18.66,34.75,43.34,34.3,26.95,10.57,2.09,36.38,2.12,7.33,1.32,0.08,0.47,8.73,4203482000.0
152,01171,1171.HK,Energy,4.0,C-暂缓,26.0,10.874802,30.77,-13.63,-35.66,否,应收增速>营收；经营现金流3Y为负；FCF/NI<70%,17.42,-13.63,-35.66,-30.85,2.26,-7.88,29.34,6.22,8.97,2.08,29.48,1.33,5.5,0.84,0.34,0.11,1.32,19484794000.0
153,01772,1772.HK,Basic Materials,3.6,C-暂缓,26.0,18.062768,58.6,-17.97,-57.15,否,应收增速>营收；经营现金流3Y为负；FCF/NI<70%,91.2,-17.97,-57.15,-38.22,-4.99,8.74,15.72,6.99,3.57,1.51,29.88,0.75,1.81,0.92,0.22,-2.78,1.3,2944844627.19
154,01866,1866.HK,Basic Materials,1.9,C-暂缓,26.0,10.831432,30.35,3.19,-11.09,否,应收增速>营收；经营现金流3Y为负；FCF/NI<70%,12.98,3.19,-11.09,-8.32,15.15,4.84,15.02,3.68,9.56,2.62,43.07,1.71,4.3,0.62,0.71,-2.84,1.36,3376765000.0
