代码,行业,最新价,流通市值_亿美元,PE_TTM,距52周高点跌幅_%,52周高点,营收5年CAGR_%,净利润5年CAGR_%,最新季度营收同比_%,最新季度净利润同比_%,营业利润占比_%,ROE_%,资产负债率_%,经营现金流_原始值,数据日期,待核验项,已在Watchlist
AXIA,Utilities,10.47,112.97,16.350944,22.67,13.54,6.6,21.74,,,,5.54,27.63,14509830000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BEAV,,64.47,59.84,20.931818,,,,,,,,nan,,,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BPY,,18.59,132.27,9.869991,,,,,,,,nan,,,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CVSA,Consumer Defensive,128.91,42.73,20.054948,17.5,156.26,8.97,-8.65,,,,16.54,28.12,337899000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DOO,Consumer Cyclical,65.52,25.09,24.337272,19.99,81.89,-5.59,-30.37,,,,48.27,42.38,1212500000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DOOR,,132.84,28.73,21.025535,,,,,,,,nan,,,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
FGSN,,20.7,27.87,11.016498,17.13,24.98,,,,,,nan,,,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
FISV,,54.11,288.95,9.171186,61.47,140.42,6.11,11.21,,,,13.49,36.34,6062000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HPT,,25.28,41.42,17.102853,,,,,,,,nan,,,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HTZZ,,32.62,90.18,27.334264,,,,,,,,nan,,,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
JBS,Consumer Defensive,13.7,61.97,8.443302,26.54,18.65,5.88,-12.26,,,,23.26,50.62,2931953000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LTHM,,16.51,29.51,9.185669,,,,,,,,nan,,,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MBGL,Technology,21.26,62.68,28.909437,18.23,26.0,8.56,-7.32,,,,1.22,1.91,485000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MFP,Industrials,46.67,20.79,24.891954,76.67,200.0,6.0,-48.03,,,,3.06,2.59,101638000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MRP,Real Estate,29.34,44.89,10.231553,18.5,36.0,nan,nan,,,,6.49,22.81,3672821000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MTOR,,36.5,24.12,11.968033,,,,,,,,nan,,,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MZTI,Consumer Defensive,111.26,21.66,17.41408,41.74,190.96,4.43,23.16,,,,16.76,4.36,261496000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
OCTV,Technology,19.59,50.35,22.286689,34.7,30.0,8.28,9.87,,,,4.1,0.72,496866000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
OGC,Basic Materials,26.86,59.41,8.182436,38.01,43.33,25.08,68.0,,,,27.73,1.54,984200000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
OTF,Financial Services,10.42,47.72,11.512883,34.13,15.82,149.84,235.95,,,,8.96,42.73,-915952000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PGTI,,41.99,22.01,22.945355,,,,,,,,nan,,,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PXD,,269.62,624.62,13.348617,,,,,,,,nan,,,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SGI,Consumer Cyclical,69.58,130.11,28.29227,29.4,98.56,14.96,-5.54,,,,12.36,57.54,800100000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SRC,,42.31,59.25,24.025712,,,,,,,,nan,,,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SWCH,,34.25,75.67,19.770375,,,,,,,,nan,,,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
UNVR,,36.14,56.31,13.294194,,,,,,,,nan,,,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
VG,Energy,12.43,63.02,13.807629,29.46,17.62,28.77,10.84,,,,37.52,65.3,6566000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
WSE,Technology,12.03,82.53,24.839975,31.14,17.47,46.67,131.92,,,,30.06,0.96,5814455929.725604,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
ALG,Industrials,167.78,20.1,20.064561,28.08,233.29,1.95,0.61,,,,9.04,13.19,177543000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
ANDE,Consumer Defensive,69.75,22.79,13.565726,15.05,82.11,-14.03,-9.95,,,,7.69,25.43,176998000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
ANF,Consumer Cyclical,109.45,43.74,10.455219,17.77,133.11,12.51,464.64,,,,36.11,32.98,619142000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
AOS,Industrials,63.18,68.23,17.605035,22.83,81.87,0.67,32.33,,,,29.4,6.11,616800000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
AQN,Utilities,5.77,40.98,27.762408,18.85,7.11,-4.17,nan,,,,3.9,46.21,593600000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
AR,Energy,34.33,98.73,9.838822,24.96,45.75,-15.47,-30.28,,,,8.4,26.62,1630930000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
ARCC,Financial Services,19.32,131.57,14.41791,15.11,22.76,26.67,29.37,,,,9.07,51.2,-1717000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
ARCH,,134.83,23.61,13.950238,,,,,,,,nan,,,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
ARIS,Basic Materials,15.63,31.61,11.409867,32.89,23.29,32.37,nan,,,,5.42,20.96,372974000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
AROC,Energy,33.93,57.86,18.438794,19.65,42.23,20.78,93.77,,,,21.61,55.67,622107000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
ASO,Consumer Cyclical,47.87,29.23,8.427045,23.34,62.445,-1.81,-15.66,,,,17.35,35.86,434798000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
ASR,Industrials,272.93,39.18,14.396372,28.46,381.52,13.73,1.65,,,,26.55,39.89,12348613000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
ATMU,Consumer Cyclical,54.15,43.85,21.227527,18.57,66.5,4.14,6.77,,,,54.8,45.3,202700000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
AU,Basic Materials,88.6,433.33,11.878612,31.39,129.14,30.02,124.49,,,,32.58,15.13,4784000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
B,Basic Materials,41.05,692.51,11.36403,24.94,54.69,15.47,126.1,,,,18.8,10.1,7689000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BABA,Consumer Cyclical,128.53,2898.35,20.148247,33.29,192.67,5.62,12.49,,,,9.76,14.75,76213000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BAH,Industrials,71.91,85.01,11.307502,37.19,114.48,6.6,46.44,,,,77.01,57.91,1041000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BANF,Financial Services,114.12,26.51,15.400165,17.76,138.77,7.4,7.61,,,,12.98,0.66,285278000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CDW,Technology,140.1,174.16,17.046944,18.33,171.55,-1.89,-1.45,,,,40.93,36.11,1205200000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CEG,Utilities,265.12,892.01,22.642269,35.76,412.7,1.47,nan,,,,15.97,15.71,4237000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CENX,Basic Materials,46.9,31.78,13.958333,33.41,70.43,-3.09,nan,,,,5.19,24.16,185000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CF,Basic Materials,116.71,178.26,10.514414,17.79,141.96,-14.12,-24.24,,,,30.07,25.81,2752000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CHKP,Technology,125.35,96.66,12.76553,40.5,210.66,5.37,9.87,,,,36.67,25.26,1199400000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CHRW,Industrials,153.6,175.06,29.322199,26.97,210.33,-13.05,-14.54,,,,31.81,27.59,914519000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CLX,Consumer Defensive,105.84,127.26,22.004158,17.89,128.9,-0.01,20.58,,,,252.34,51.79,981000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
COKE,Consumer Defensive,184.74,104.31,26.968556,15.89,219.65,5.24,9.87,,,,-77.13,67.56,931904000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CRH,Basic Materials,100.0,665.28,17.625804,23.98,131.55,4.6,-1.15,,,,15.54,33.78,5625000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MGNI,Communication Services,20.67,28.81,20.009506,22.44,26.65,7.35,nan,,,,15.68,19.79,236168000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MGY,Energy,23.72,43.64,13.710983,27.59,32.76,-8.18,-28.61,,,,16.77,14.17,878639000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MIFF,,26.0,32.05,8.902347,,,,,,,,nan,,,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MORN,Financial Services,199.325,37.84,18.965271,25.08,266.05,9.34,74.44,,,,30.62,35.13,589700000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NEM,Basic Materials,104.29,1096.09,13.195794,22.68,134.88,23.91,nan,,,,20.92,9.78,10334000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NHI,Real Estate,75.04,35.49,24.202158,17.88,91.38,10.53,28.89,,,,9.34,41.61,236563000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NICE,Technology,99.35,58.22,11.70207,36.46,156.37,10.53,32.03,,,,15.79,1.74,716549000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NKE,Consumer Cyclical,42.45,499.64,20.214286,47.05,80.17,-3.24,-15.05,,,,20.91,28.72,2868000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NMRK,Real Estate,15.58,23.53,19.475,21.45,19.835,6.78,14.86,,,,8.63,41.89,172001000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NOC,Industrials,557.47,790.01,17.697674,27.98,774.0,4.65,-5.12,,,,25.08,33.13,4757000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NTES,Communication Services,128.11,445.82,16.691217,19.71,159.55,5.29,18.4,,,,21.06,3.04,50739800000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BCO,Industrials,115.79,47.05,27.086894,15.09,136.37,5.07,5.39,,,,71.91,62.9,639500000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BF.A,,28.69,91.52,18.751634,,,,,,,,nan,,,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BF.B,,28.38,90.53,18.54902,,,,,,,,nan,,,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BFAM,Consumer Cyclical,75.52,36.86,23.875705,39.22,124.25,13.24,33.79,,,,14.42,45.26,350726000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BG,Consumer Defensive,106.62,167.9,20.800956,20.95,134.87,1.51,-20.27,,,,5.13,35.61,844000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BK,,137.16,938.17,17.015968,,,,,,,,nan,,,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BR,Technology,163.41,184.65,17.021875,39.9,271.91,7.25,21.26,,,,39.58,39.32,1345600000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BRK.A,,777696.0,9007.28,15.433227,,,,,,,,nan,,,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BRO,Financial Services,70.95,205.58,22.335785,27.82,98.3,17.38,16.19,,,,8.4,26.4,1450000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BSX,Healthcare,47.74,690.7,19.343418,56.4,109.5,16.54,60.72,,,,11.96,26.19,4534000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
AMKR,Technology,53.86,65.24,24.152466,44.29,96.68,-1.84,-21.26,,,,8.36,19.19,1095606000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
APA,Energy,34.66,121.72,8.081236,24.09,45.66,-6.96,-26.45,,,,23.54,25.84,4545000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
AVNT,Basic Materials,37.92,34.43,22.071239,15.45,44.85,-1.36,-51.16,,,,3.45,33.2,301600000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BDC,Technology,128.18,49.1,20.800341,19.88,159.99,1.37,-2.3,,,,18.78,39.57,354864000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BIRK,Consumer Cyclical,37.48,20.86,16.882457,29.98,53.53,19.06,23.02,,,,12.79,26.5,384300000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CNM,Industrials,46.53,89.88,19.723448,30.74,67.18,4.76,6.41,,,,22.08,40.05,650000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
COP,Energy,115.04,1402.17,19.564762,15.33,135.87,-9.11,-24.66,,,,12.39,19.23,19796000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
COR,Healthcare,317.22,579.44,24.308046,15.98,377.54,10.43,-2.92,,,,103.06,10.0,3875120000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CPB,Consumer Defensive,23.05,44.26,11.304766,32.54,34.17,6.19,-7.35,,,,15.43,48.42,1131000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CRM,Technology,192.98,1530.33,22.40158,28.29,269.11,9.82,229.74,,,,12.61,15.29,14996000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CTRA,,32.56,244.83,15.00149,,,,,,,,nan,,,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CTSH,Technology,55.78,250.45,12.015329,35.91,87.03,2.8,-0.88,,,,14.85,5.57,2883000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CXT,Industrials,52.37,30.0,23.487528,24.1,69.0,7.33,-10.87,,,,11.58,38.82,241500000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
VICI,Real Estate,26.4,289.84,10.232558,22.16,33.915,15.49,35.42,,,,9.98,37.86,2509991000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
VMI,Industrials,496.4,93.69,19.326375,15.25,585.71,-1.89,10.1,,,,20.5,27.47,456484000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
VVX,Industrials,77.94,24.03,26.862875,17.07,93.98,15.72,nan,,,,7.18,33.47,181992000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
WSO,Industrials,333.12,120.29,28.544838,27.42,459.0,-0.16,-6.15,,,,17.87,10.85,569613000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
WSO.B,,316.24,112.52,27.098543,,,,,,,,nan,,,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
YMM,Technology,9.55,73.15,16.60422,32.13,14.07,22.87,121.3,,,,11.01,0.08,4626880000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
ZTS,Healthcare,74.39,311.86,12.181291,53.65,160.48,5.42,8.13,,,,80.25,59.73,2904000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BSBR,Financial Services,5.79,432.58,16.734104,20.9,7.32,2.64,-3.68,,,,10.2,2.21,4992175000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BXSL,Financial Services,23.34,41.31,12.261501,23.95,30.69,16.28,11.68,,,,9.02,55.13,-458657000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BZ,Communication Services,16.19,59.9,15.567383,35.91,25.26,22.38,194.36,,,,13.66,0.64,4552371000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CALM,Consumer Defensive,85.67,36.29,12.921569,27.06,117.45,-2.55,-25.24,,,,12.03,0.05,479753000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CART,Consumer Cyclical,45.35,81.78,25.414235,15.23,53.5,13.62,1.46,,,,17.75,0.98,971000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CBZ,Industrials,54.8,26.75,26.346154,18.5,67.24,25.0,3.1,,,,6.55,41.47,192485000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CDE,Basic Materials,17.43,178.66,14.409186,37.23,27.77,38.12,nan,,,,17.68,7.51,886879000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CHDN,Consumer Cyclical,86.41,56.5,14.670628,26.99,118.35,17.37,-4.48,,,,37.93,68.66,769800000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NYT,Communication Services,65.48,91.53,28.103004,24.82,87.1,6.96,25.53,,,,16.85,1.22,584489000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
OBDC,Financial Services,10.97,54.02,15.453164,24.5,14.53,9.83,10.39,,,,8.48,54.11,1741520000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
OSK,Industrials,152.81,93.58,17.472632,15.34,180.49,7.96,54.95,,,,14.28,10.93,783400000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
OTEX,Technology,25.65,59.69,12.56567,35.71,39.9,13.94,3.15,,,,11.09,48.23,830618000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
OTIS,Industrials,73.1,277.88,18.786254,22.7,94.565,1.79,3.37,,,,-25.67,79.89,1596000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
RELX,Industrials,36.61,636.28,22.113323,26.07,49.52,3.89,8.12,,,,87.28,49.24,2836000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
RITM,Real Estate,10.1,55.88,16.880881,20.72,12.74,-6.84,-10.63,,,,8.08,67.13,-1292051000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
WHR,Consumer Cyclical,45.19,29.25,15.433743,53.2,96.57,-7.67,nan,,,,11.67,44.93,470000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
WING,Consumer Cyclical,123.86,31.6,29.407854,64.18,345.81,24.91,48.75,,,,-23.65,183.21,153065000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
WMS,Industrials,149.59,106.02,27.517925,16.58,179.315,-0.23,-5.61,,,,22.07,39.8,819054000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
