代码,行业,最新价,流通市值_亿美元,PE_TTM,距52周高点跌幅_%,52周高点,营收5年CAGR_%,净利润5年CAGR_%,最新季度营收同比_%,最新季度净利润同比_%,营业利润占比_%,ROE_%,资产负债率_%,经营现金流_原始值,数据日期,待核验项,已在Watchlist
WYNN,Consumer Cyclical,101.15,75.69,24.247704,24.92,134.72,23.86,nan,,,,-118.82,92.89,1352653000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
XP,Financial Services,16.98,69.53,8.925216,26.59,23.13,10.28,13.04,,,,21.96,26.28,12044826000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
XYL,Industrials,122.25,284.84,29.086962,20.76,154.27,17.84,39.17,,,,8.34,11.7,1241000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
YUMC,Consumer Cyclical,47.5,162.93,17.471123,18.65,58.39,7.23,28.09,,,,17.27,21.72,1466000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
FUTU,Financial Services,110.22,66.39,12.183806,45.58,202.53,44.24,57.05,,,,28.34,7.65,40788133000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HII,Industrials,317.7,123.81,18.920074,30.93,460.0,5.35,1.47,,,,11.93,22.93,1196000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HOG,Consumer Cyclical,26.19,26.98,14.740065,16.19,31.25,-8.06,-22.98,,,,10.79,37.96,568922000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
INFY,Technology,12.48,484.97,15.404878,58.4,30.0,3.44,3.58,,,,33.85,5.88,4039000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
INGR,Consumer Defensive,103.29,64.52,11.223175,20.84,130.48,-3.15,14.0,,,,16.8,24.96,944000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
INTU,Technology,327.94,877.66,20.056748,58.29,786.28,13.95,23.26,,,,19.63,17.96,6207000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
IT,Technology,186.41,106.52,17.048277,29.88,265.85,5.87,-3.35,,,,227.95,41.41,1290365000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
ITRI,Technology,105.57,45.41,17.602839,25.65,142.0,9.65,nan,,,,17.54,34.08,405952000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SGHC,Consumer Cyclical,13.11,36.18,18.235382,17.34,15.86,17.2,3.7,,,,27.02,6.39,360000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SPOT,Communication Services,482.23,757.1,26.507262,35.56,748.3,13.59,nan,,,,26.56,13.03,2933000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SQM,Basic Materials,70.05,103.67,24.507952,28.52,98.0,-24.68,-46.8,,,,10.33,32.6,,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SR,Utilities,80.78,46.51,14.18105,15.24,95.31,4.05,7.16,,,,8.02,44.7,578000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SRE,Utilities,84.66,551.31,28.886636,16.21,101.04,-1.73,-4.95,,,,5.81,31.59,4565000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SSRM,Basic Materials,29.0,57.72,26.863841,20.59,36.52,12.39,26.8,,,,11.28,6.2,471853000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
STZ,Consumer Defensive,130.64,194.32,12.441905,25.06,174.32,-1.12,nan,,,,20.87,51.15,2669000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LHX,Industrials,286.12,533.01,28.910069,24.55,379.23,8.62,14.78,,,,8.18,26.98,3106000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LOGI,Technology,105.7,151.15,19.40719,18.48,129.66,2.17,24.95,,,,32.16,2.29,1037207000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LOPE,Consumer Defensive,150.56,38.37,18.232088,32.5,223.04,6.67,5.39,,,,28.94,10.82,273491000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LOW,Consumer Cyclical,219.94,1229.94,18.560338,24.95,293.06,-3.85,1.11,,,,-67.1,82.52,9864000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LRN,Consumer Defensive,82.58,33.22,12.939463,51.76,171.17,12.56,39.04,,,,19.46,23.97,432816000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LVS,Consumer Cyclical,45.85,133.88,17.783208,34.92,70.45,46.86,-3.88,,,,102.33,72.01,3023000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LW,Consumer Defensive,53.3,70.75,25.625,20.53,67.07,7.31,-34.0,,,,15.89,53.43,942900000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MAIN,Financial Services,56.11,50.09,11.83045699999999,17.21,67.77,22.98,26.87,,,,16.48,43.25,-45705000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MAT,Consumer Cyclical,14.46,34.41,9.141652,35.68,22.48,-0.54,0.31,,,,17.8,40.41,593255000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MKC,Consumer Defensive,52.54,140.99,8.741865,27.61,72.58,2.51,5.0,,,,13.76,31.54,962200000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MKC.V,,52.47,138.88,8.730218,,,,,,,,nan,,,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MKTX,Financial Services,162.41,49.39,19.218772,17.13,195.97,5.62,-0.48,,,,21.53,14.73,382139000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MLCO,Consumer Cyclical,5.65,20.51,9.725182,44.33,10.15,56.39,nan,,,,-14.84,92.46,818115000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MLM,Basic Materials,553.37,331.02,13.605015,22.17,710.97,-0.06,9.46,,,,11.33,30.49,1785000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PYPL,Financial Services,57.93,494.14,10.920272,26.87,79.215,6.43,29.33,,,,25.83,12.46,6416000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
RDY,Healthcare,12.14,72.84,28.898019,22.53,15.67,10.96,-1.67,,,,11.36,13.35,56755000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
RGLD,Basic Materials,215.09,182.04,25.279272,29.77,306.25,19.54,24.96,,,,6.51,9.39,704846000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
RRC,Energy,38.14,87.92,10.543269,21.05,48.31,-17.55,-17.77,,,,15.24,18.49,1171324000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SAP,Technology,197.33,2058.15,25.86468,34.11,299.48,7.63,46.36,,,,16.06,10.63,9156000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SBAC,Real Estate,178.4,187.49,19.213897,20.83,225.33,2.25,31.68,,,,-21.71,132.35,1291328000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SFM,Consumer Defensive,85.12,78.73,16.395362,44.64,153.75,11.2,26.1,,,,37.32,46.73,715998000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
KMB,Consumer Defensive,112.37,371.4,19.174521,18.25,137.46,-6.58,1.48,,,,134.55,42.67,2777000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
KMT,Industrials,34.16,25.84,19.186732,22.03,43.81,-0.76,-13.65,,,,7.25,25.28,208324000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
KNF,Basic Materials,67.79,38.15,27.575911,29.59,96.28,7.47,10.56,,,,9.57,33.37,278475000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
KSS,Consumer Cyclical,19.66,21.29,8.260504,22.05,25.22,-4.98,nan,,,,6.72,49.62,1380000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
KT,Communication Services,18.18,77.08,8.178138,26.04,24.58,3.29,10.89,,,,9.76,25.05,4941733000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LAD,Consumer Cyclical,368.57,70.63,12.264916,16.14,439.49,10.11,-13.15,,,,12.41,61.67,356700000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LAZ,Financial Services,43.75,42.25,21.547691,25.53,58.75,3.67,-12.83,,,,27.11,43.99,519325000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LBRT,Energy,19.4,30.33,26.200991,43.73,34.478,-1.16,-28.21,,,,7.11,17.38,609598000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LCII,Consumer Cyclical,107.17,24.99,13.133578,32.88,159.66,-7.49,-21.89,,,,13.83,38.9,330976000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LDOS,Technology,126.85,158.56,11.844459,38.35,205.77,6.06,28.34,,,,29.45,38.8,1750000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LEA,Consumer Cyclical,125.27,61.55,11.742927,16.67,150.33,3.64,10.05,,,,8.68,19.62,1088800000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LEN,Consumer Cyclical,87.88,179.28,13.68897,39.07,144.24,0.51,-23.35,,,,9.46,17.06,216812000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LEN.B,,86.44,191.9,13.464663,,,,,,,,nan,,,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LII,Industrials,446.87,131.42,19.814326,27.52,616.5,3.26,17.47,,,,69.28,43.38,757600000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LKQ,Consumer Cyclical,24.11,60.76,13.49027,35.07,37.13,2.18,-19.16,,,,9.29,33.43,1063000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SLB,Energy,49.91,740.66,24.201252,15.15,58.82,8.33,-0.65,,,,12.92,21.21,6489000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TFPM,Basic Materials,31.27,21.57,20.708609,25.01,41.7,36.78,63.33,,,,11.73,0.07,312832000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TGTX,Healthcare,49.88,70.6,18.014602,15.89,59.3,504.86,nan,,,,69.01,23.86,-24772000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
THO,Consumer Cyclical,79.48,39.4,16.089069,35.29,122.83,-16.26,-38.98,,,,6.03,13.06,577923000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TIMB,Communication Services,18.27,87.33,10.542412,35.26,28.22,7.34,37.17,,,,17.98,29.05,13440069000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TLK,Communication Services,14.8,68.97,14.581669,37.07,23.52,-0.13,-5.52,,,,13.44,26.2,,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TM,Consumer Cyclical,185.89,2029.91,8.64909,25.32,248.9,10.91,16.22,,,,9.64,40.94,5472920000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TMDX,Healthcare,76.49,25.45,19.040891,50.97,156.0,86.42,nan,,,,40.22,48.6,192840000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TME,Communication Services,9.53,51.56,11.558675,64.31,26.7,5.1,44.33,,,,13.77,3.72,10231000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TMUS,Communication Services,173.46,843.02,18.183621,33.68,261.56,3.53,61.9,,,,18.57,55.77,27950000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TREX,Industrials,49.57,50.07,29.417053,24.96,66.06,2.02,1.03,,,,18.41,12.89,358113000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TRI,Industrials,98.61,125.3,28.557271,46.11,182.98,4.1,3.93,,,,12.61,13.22,2651000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DBD,Technology,78.12,23.04,25.358178,15.17,92.085,-0.86,nan,,,,8.6,24.35,300700000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DDS,Consumer Cyclical,616.55,45.11,14.645236,16.9,741.98,-2.11,-13.85,,,,32.05,15.91,717008000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DECK,Consumer Cyclical,99.31,134.07,14.000003,20.84,125.45,14.69,25.6,,,,40.97,10.17,1181955000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DHI,Consumer Cyclical,151.45,387.71,14.408288,17.94,184.55,0.76,-15.09,,,,14.82,17.0,3420900000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DIS,Communication Services,101.76,1757.08,16.260558,15.04,119.78,4.51,58.0,,,,11.29,22.72,18101000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DKS,Consumer Cyclical,200.32,122.11,19.341876,18.03,244.38,11.65,-6.63,,,,15.33,44.49,1537343000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DLB,Industrials,61.36,36.05,26.127482,18.9,75.66,2.47,11.48,,,,9.72,1.2,472198000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DOCS,Healthcare,21.63,27.04,22.071429,71.73,76.51,15.45,20.23,,,,20.62,0.91,326458000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DORM,Consumer Cyclical,141.54,38.09,19.66761,15.19,166.89,7.11,18.88,,,,13.82,21.52,113634000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DOX,Technology,55.29,58.16,11.052081,38.76,90.29,-0.32,0.91,,,,16.47,13.22,749096000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DPZ,Consumer Cyclical,366.61,111.41,20.762941,21.83,469.0,2.88,9.98,,,,-15.42,294.11,792062000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DRVN,Consumer Cyclical,14.61,23.52,13.114372,25.99,19.74,-2.88,48.05,,,,18.27,63.97,330543000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DUOL,Technology,135.32,53.82,15.481341,71.09,468.0,41.08,nan,,,,30.74,4.71,387823000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DVA,Healthcare,188.69,61.57,17.567179,23.76,247.49,5.53,10.04,,,,-114.7,73.65,1886500000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DVN,Energy,42.09,459.33,11.661253,20.15,52.71,-3.57,-23.99,,,,17.01,27.17,6711000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
OXY,Energy,53.81,533.26,13.44861,20.22,67.45,-16.16,-44.08,,,,6.46,27.74,10532000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PAAS,Basic Materials,48.24,200.94,15.151891,31.08,69.99,34.28,nan,,,,13.98,8.75,1333000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PAC,Industrials,217.52,82.73,20.385186,27.59,300.41,14.78,2.0,,,,42.57,60.24,18249740000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PATH,Technology,13.82,56.66,22.85291,30.34,19.84,15.01,nan,,,,13.56,2.56,371208000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PATK,Consumer Cyclical,87.56,27.59,20.836238,41.04,148.5,-6.81,-25.62,,,,11.4,48.53,329414000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PAYC,Technology,174.8,71.45,20.420952,29.79,248.95,14.27,17.23,,,,26.19,1.19,678900000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PAYX,Technology,118.27,377.19,24.186094,16.65,141.89,9.15,4.16,,,,47.12,28.49,2556700000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PBH,Healthcare,52.98,24.74,13.549872,27.32,72.89,-1.17,nan,,,,10.08,29.92,257627000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PDD,Consumer Cyclical,90.94,694.78,9.719543,34.77,139.41,49.0,45.85,,,,23.67,0.85,106938690000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PEGA,Technology,31.81,27.33,17.702454,53.29,68.1,9.83,nan,,,,49.97,4.66,505227000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PEP,Consumer Defensive,138.78,1894.86,18.186348,19.07,171.48,2.83,-2.57,,,,40.38,46.46,12087000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PFSI,Financial Services,75.89,22.43,10.400864,52.68,160.36,23.95,1.76,,,,11.63,78.46,-1651984000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PHG,Healthcare,26.59,252.87,20.367769,20.48,33.44,0.01,nan,,,,8.17,28.99,1172000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PKX,Basic Materials,54.79,158.34,27.643794,40.7,92.4,-6.72,-39.75,,,,1.24,28.33,4571910000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PLNT,Consumer Cyclical,56.59,41.83,20.403057,50.47,114.26,12.23,30.14,,,,-45.38,93.49,418421000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PNR,Industrials,69.02,109.14,17.340672,39.43,113.95,0.44,10.78,,,,16.9,25.71,814800000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
GSK,Healthcare,51.46,1001.87,16.455994,16.6,61.7,3.66,-27.43,,,,34.9,28.99,7741000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HURN,Industrials,149.68,23.29,22.495311,19.86,186.78,13.6,11.61,,,,19.87,35.92,193394000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
JEF,Financial Services,56.19,82.04,15.796012,20.9,71.04,14.83,-3.29,,,,6.72,31.25,-1499517000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
KEX,Industrials,131.1,69.7,20.147728,16.86,157.69,6.5,42.59,,,,10.49,18.89,756494000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
KGC,Basic Materials,25.7,303.26,9.771863,34.29,39.11,26.84,nan,,,,27.87,5.95,3760500000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
KNSL,Financial Services,370.97,79.81,15.054892,23.51,485.0,30.73,46.82,,,,25.7,3.71,1043738000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
KBR,Industrials,36.33,45.14,10.950532,30.44,52.23,5.86,29.75,,,,27.61,43.86,557000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
KD,Technology,13.9,29.46,16.352941,59.0,33.9,-3.94,nan,,,,16.85,39.49,948000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LMT,Industrials,577.6,1143.65,21.28342,16.53,692.0,4.38,-4.34,,,,74.65,36.26,8557000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LTM,Industrials,57.7,95.2,10.626151,18.06,70.42,15.07,2.92,,,,108.5,45.85,,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LULU,Consumer Cyclical,123.51,131.93,9.96055,45.34,225.98,11.03,22.7,,,,31.83,21.27,1602477000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MTDR,Energy,47.03,54.1,12.104967,29.64,66.84,4.58,-14.49,,,,13.42,29.78,2425015000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NCLH,Consumer Cyclical,20.3,92.05,12.798059,25.31,27.18,26.6,nan,,,,19.15,64.8,2089746000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NFG,Energy,78.9,73.91,10.955791,18.71,97.06,1.38,-2.88,,,,16.76,32.49,1100027000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NGD,,9.08,69.18,28.828051,,,,,,,,nan,,,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NGG,Utilities,80.26,799.39,18.644568,15.19,94.64,-6.53,-25.37,,,,8.25,43.18,7829000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HMY,Basic Materials,18.08,98.78,11.629193,30.62,26.06,19.97,nan,,,,21.06,3.8,15650000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HRB,Consumer Cyclical,45.88,57.35,8.157306,18.0,55.95,2.79,3.04,,,,681.44,62.05,680883000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HSY,Consumer Defensive,179.58,258.6,24.542165,25.01,239.48,3.92,-18.72,,,,19.05,41.76,2277367000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HTGC,Financial Services,16.69,29.04,8.283845,15.15,19.67,33.42,49.3,,,,15.33,50.23,-425801000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HTHT,Consumer Cyclical,42.34,78.88,18.508934,25.25,56.64,22.22,nan,,,,39.68,55.68,8379000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HTLF,,64.67,27.25,17.063329,,,,,,,,nan,,,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
IAG,Basic Materials,15.89,87.53,9.275138,36.11,24.87,43.83,nan,,,,15.85,13.02,1142600000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
IBP,Consumer Cyclical,241.51,56.1,25.73769,30.8,349.0,3.63,5.91,,,,37.39,47.95,371400000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
ICE,Financial Services,149.84,835.98,21.153638,20.87,189.35,9.47,31.86,,,,11.46,14.81,4662000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
ICL,Basic Materials,5.23,37.83,25.862282,24.96,6.97,-10.61,-52.87,,,,3.78,22.2,1056000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
IHI,,53.72,33.52,13.452506,16.98,64.71,,,,,,nan,,,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DEO,Consumer Defensive,88.43,489.46,20.423123,24.04,116.41,-0.44,-18.07,,,,21.23,49.47,4297000000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DG,Consumer Defensive,126.94,278.69,17.952654,19.78,158.23,4.13,-14.46,,,,17.77,50.76,3634500000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
EGO,Basic Materials,36.0,92.52,12.862081,29.63,51.16,27.43,nan,,,,11.85,19.17,742155000.0,2026-08-06,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
