二筛排名,代码,Yahoo代码,行业,二筛总分,优先级,异常惩罚,PE_TTM,距52周高点跌幅_%,营收5年CAGR_%,净利润5年CAGR_%,已在Watchlist,量化警示,52周高点,营收3年CAGR_%,净利润3年CAGR_%,经营现金流3年CAGR_%,应收账款3年CAGR_%,库存3年CAGR_%,毛利率_%,净利率_%,ROE_%,ROA_%,资产负债率_%,长期债务权益比,利息保障倍数,流动比率,总资产周转率,FCF净利润转化率,股数3年CAGR_%,经营现金流_原始值
11,09911,9911.HK,Technology,75.4,B-保留观察,13.0,9.797371,36.52,35.0,92.93,否,利润增长显著快于营收；股数膨胀>2%,14.09,35.0,92.93,66.94,35.64,nan,55.85,13.57,38.39,23.43,1.96,0.04,51.91,2.47,1.73,1.52,5.86,1454668000.0
12,03355,3355.HK,Technology,75.0,A-优先三件套,8.0,19.855335,22.95,14.26,18.17,否,应收增速>营收,57.0,14.26,18.17,68.46,28.87,-10.46,54.46,20.28,27.85,16.03,16.08,0.29,25.37,1.81,0.79,1.22,0.0,816725000.0
13,06055,6055.HK,Consumer Defensive,74.3,A-优先三件套,0.0,18.879509,48.86,20.54,37.77,否,无,48.1,20.54,37.77,nan,-12.14,17.42,10.1,6.72,26.9,10.43,31.44,0.77,9.14,1.68,1.55,1.05,0.0,1035402000.0
14,06618,6618.HK,Healthcare,73.5,A-优先三件套,7.0,16.354795,48.31,16.26,141.83,否,利润增长显著快于营收,71.7,16.26,141.83,19.88,-12.8,4.58,24.78,7.32,8.95,7.03,0.78,0.01,544.34,2.72,0.96,1.86,0.31,10173949000.0
15,01913,1913.HK,Consumer Cyclical,73.0,A-优先三件套,0.0,13.965083,24.35,10.82,22.35,否,无,52.0,10.82,22.35,13.76,12.17,11.67,80.32,14.9,18.34,8.74,43.75,1.04,12.55,1.38,0.59,1.22,0.0,1654258000.0
16,01024,1024.HK,Communication Services,71.5,B-保留观察,8.0,8.065574,63.65,14.88,nan,否,FCF/NI<70%,92.6,14.88,nan,222.7,8.93,,55.02,13.04,23.4,12.23,21.25,0.44,23.82,1.15,0.94,0.63,-0.01,26716000000.0
17,00285,0285.HK,Technology,71.4,B-保留观察,0.0,21.997976,43.59,18.75,23.68,否,无,44.6,18.75,23.68,46.57,-1.62,2.73,5.99,1.96,10.2,4.04,10.63,0.26,11.59,1.17,2.06,4.18,-0.11,18768443000.0
18,03393,3393.HK,Industrials,70.8,B-保留观察,7.0,11.926643,56.07,19.82,48.4,否,利润增长显著快于营收,33.8,19.82,48.4,17.7,20.84,9.98,35.71,10.51,16.97,6.35,14.27,0.4,17.37,1.65,0.6,0.73,0.15,1407697000.0
19,01585,1585.HK,Consumer Cyclical,70.0,B-保留观察,0.0,9.670955,39.31,6.02,10.45,否,无,15.01,6.02,10.45,24.84,6.59,-0.73,19.11,7.87,27.83,10.66,7.05,0.2,78.87,0.9,1.36,1.79,0.91,5989810000.0
20,02142,2142.HK,Healthcare,68.7,B-保留观察,6.0,19.317585,18.13,57.21,nan,否,股数膨胀>2%,17.98,57.21,nan,nan,-5.91,82.82,94.47,57.81,24.88,25.54,16.35,0.22,46.83,5.17,0.44,0.76,4.35,81334000.0
21,02883,2883.HK,Energy,68.6,B-保留观察,0.0,7.636358,38.12,12.14,17.66,否,无,11.74,12.14,17.66,17.84,1.8,-1.95,17.39,7.64,8.25,4.59,20.0,0.36,9.04,1.06,0.6,1.41,0.0,11289935638.0
22,00175,0175.HK,Consumer Cyclical,66.8,B-保留观察,6.0,9.513387,32.55,32.63,47.42,否,股数膨胀>2%,25.62,32.63,47.42,43.44,-17.3,43.43,16.61,4.88,18.24,6.0,15.05,0.47,30.0,0.89,1.23,1.74,2.64,47274244000.0
23,02618,2618.HK,Industrials,66.6,B-保留观察,0.0,8.341036,33.35,16.48,nan,否,无,16.76,16.48,nan,12.12,9.94,11.06,9.1,3.06,12.16,5.48,18.02,0.41,9.57,1.32,1.79,1.67,-2.27,18765124000.0
24,02282,2282.HK,Consumer Cyclical,65.9,B-保留观察,6.0,8.427152,40.54,87.6,nan,否,ROE>40%,17.12,87.6,nan,nan,80.77,14.5,37.45,14.59,156.27,16.84,64.6,5.9,5.08,0.54,1.15,1.41,-0.04,8737668000.0
25,03898,3898.HK,Industrials,65.6,B-保留观察,8.0,8.546058,35.41,17.1,17.03,否,FCF/NI<70%,46.88,17.1,17.03,16.06,11.4,14.36,28.89,14.33,9.64,5.99,12.81,0.22,186.74,1.7,0.42,-0.01,-1.39,3361120915.0
26,01882,1882.HK,Industrials,65.6,B-保留观察,8.0,7.758022,31.3,12.94,13.38,否,FCF/NI<70%,26.2,12.94,13.38,25.02,15.25,11.52,32.7,18.62,14.32,9.87,9.12,0.14,49.3,2.0,0.53,0.67,0.0,3479819000.0
27,09995,9995.HK,Healthcare,65.3,B-保留观察,8.0,6.594005,36.81,61.62,nan,否,FCF/NI<70%,126.6,61.62,nan,nan,27.91,8.17,86.87,21.89,19.66,11.13,30.38,0.61,11.12,1.43,0.51,-0.21,1.18,52342000.0
28,02096,2096.HK,Healthcare,64.8,B-保留观察,0.0,16.354525,20.07,6.93,13.02,否,无,14.55,6.93,13.02,14.14,10.02,24.59,81.61,17.38,14.29,10.21,8.06,0.13,16.81,2.21,0.59,0.86,-0.82,2013530000.0
29,06656,6656.HK,Industrials,64.6,B-保留观察,14.0,17.195087,46.01,1142.49,nan,否,ROE>40%；FCF/NI<70%,669.0,1142.49,nan,nan,nan,1018.42,50.05,32.43,77.05,57.95,20.65,0.46,139.64,1.56,1.79,-0.2,0.0,-199990000.0
30,00325,0325.HK,Consumer Cyclical,63.7,B-保留观察,8.0,22.499245,30.36,107.61,nan,否,应收增速>营收,110.0,107.61,nan,nan,161.0,75.61,46.82,21.75,22.09,22.13,0.82,0.01,398.2,2.85,1.02,0.87,0.97,896927000.0
31,01109,1109.HK,Real Estate,62.7,B-保留观察,0.0,7.964193,23.52,10.77,-3.28,否,无,39.88,10.77,-3.28,215.97,1.3,-7.07,21.23,9.03,8.78,2.3,26.66,0.99,19.26,1.66,0.25,1.49,0.0,38793151000.0
32,80175,80175.HK,Consumer Cyclical,62.5,B-保留观察,6.0,9.566904,16.43,32.63,47.42,否,股数膨胀>2%,17.71,32.63,47.42,43.44,-17.3,43.43,16.61,4.88,18.24,6.0,15.05,0.47,30.0,0.89,1.23,1.74,2.64,47274244000.0
33,01928,1928.HK,Consumer Cyclical,62.4,B-保留观察,6.0,16.547144,37.2,66.76,nan,否,ROE>40%,22.5,66.76,nan,nan,31.14,17.73,58.22,12.04,63.95,8.24,67.14,5.07,3.78,0.85,0.68,1.74,0.0,2105000000.0
34,00220,0220.HK,Consumer Defensive,61.8,B-保留观察,0.0,12.719599,19.89,3.92,18.82,否,无,9.3,3.92,18.82,31.93,-15.32,-0.73,33.2,6.46,15.07,8.57,4.41,0.08,129.55,0.93,1.33,1.07,0.0,3284365000.0
35,09973,9973.HK,Consumer Cyclical,60.7,B-保留观察,8.0,7.052694,27.5,48.01,44.79,否,FCF/NI<70%,34.98,48.01,44.79,26.94,50.59,41.86,13.8,6.33,37.47,8.04,7.73,0.4,11.97,1.05,1.27,0.28,0.24,20130000000.0
36,01133,1133.HK,Industrials,60.3,B-保留观察,13.0,9.513474,42.59,22.86,200.1,否,利润增长显著快于营收；股数膨胀>2%,28.88,22.86,200.1,48.66,-8.2,26.1,14.27,5.83,14.98,3.54,7.98,0.35,19.54,1.13,0.61,1.07,9.43,2284202514.81
37,00631,0631.HK,Industrials,60.2,B-保留观察,8.0,15.880872,41.72,16.13,2.23,否,FCF/NI<70%,16.24,16.13,2.23,31.34,19.21,14.74,22.29,7.31,13.48,4.14,25.06,0.85,9.62,1.28,0.57,0.66,0.73,2457148000.0
38,03858,3858.HK,Basic Materials,59.8,B-保留观察,0.0,13.053277,68.56,nan,nan,否,无,176.2,nan,nan,nan,nan,nan,48.91,28.7,19.04,11.3,35.79,0.79,9.13,2.19,0.39,1.28,1.23,510367000.0
39,02018,2018.HK,Technology,59.6,B-保留观察,7.0,16.607053,15.43,15.55,45.16,否,利润增长显著快于营收,50.8,15.55,45.16,18.0,17.05,0.98,22.05,7.9,10.31,5.25,22.11,0.44,8.31,1.49,0.67,1.79,-1.61,7183014000.0
40,02507,2507.HK,Industrials,59.3,B-保留观察,8.0,13.234475,33.9,14.85,16.39,否,FCF/NI<70%,69.5,14.85,16.39,3.19,20.98,26.73,35.23,10.25,15.71,9.84,2.11,0.03,48.8,1.63,0.96,0.25,0.01,145997000.0
41,02057,2057.HK,Industrials,59.0,B-保留观察,8.0,10.76531,19.8,11.54,10.07,否,FCF/NI<70%,205.6,11.54,10.07,1.4,3.49,0.09,24.99,18.49,13.68,9.9,12.61,0.17,45.46,1.49,0.54,0.65,-1.01,11968419000.0
42,02331,2331.HK,Consumer Cyclical,58.3,B-保留观察,0.0,9.936559,42.23,4.68,-10.27,否,无,23.42,4.68,-10.27,7.42,10.82,3.52,48.95,9.92,10.63,8.0,5.45,0.07,33.51,2.85,0.81,1.21,-1.09,4851532000.0
43,01910,1910.HK,Consumer Cyclical,58.0,B-保留观察,0.0,8.53151,43.08,6.7,-2.59,否,无,21.98,6.7,-2.59,22.16,7.98,-2.38,59.6,8.26,18.06,5.65,45.91,1.48,4.13,1.66,0.68,1.43,-1.22,506300000.0
44,01686,1686.HK,Real Estate,57.4,C-暂缓,8.0,13.206897,27.28,12.1,4.97,否,FCF/NI<70%,7.9,12.1,4.97,12.12,6.35,-10.8,56.67,33.33,16.96,4.0,68.36,2.95,4.85,0.35,0.12,0.69,0.3,1873510000.0
45,00914,0914.HK,Basic Materials,57.2,C-暂缓,0.0,12.089434,38.61,-14.49,-19.69,否,无,27.14,-14.49,-19.69,19.93,-19.67,-13.35,24.16,9.83,4.22,3.18,10.42,0.14,17.01,3.19,0.32,0.86,0.0,16643907685.0
46,02333,2333.HK,Consumer Cyclical,56.7,C-暂缓,10.0,9.3916,60.35,17.75,6.07,否,经营现金流3Y为负,19.57,17.75,6.07,-29.1,13.24,5.33,16.97,4.49,11.22,4.45,22.26,0.57,16.99,1.09,0.99,2.92,-0.79,17753789028.71
47,09896,9896.HK,Consumer Cyclical,56.6,C-暂缓,8.0,15.65477,62.97,28.59,23.6,否,应收增速>营收,50.9,28.59,23.6,22.39,58.18,45.92,44.99,5.62,11.35,5.15,37.83,1.02,5.44,1.66,0.92,1.31,-1.27,2577891000.0
48,07618,7618.HK,Consumer Cyclical,56.4,C-暂缓,8.0,12.402659,23.94,19.22,nan,否,应收增速>营收,17.17,19.22,nan,1.89,63.0,40.72,17.4,9.66,20.64,13.65,0.04,0.0,17121.06,2.26,1.41,0.9,0.0,2089421000.0
49,02611,2611.HK,Financial Services,55.7,C-暂缓,6.0,7.256801,16.78,21.35,34.19,否,股数膨胀>2%,18.53,21.35,34.19,16.94,,,nan,44.82,8.42,1.76,24.11,1.54,,,0.04,2.86,25.56,81138252377.0
50,00016,0016.HK,Real Estate,55.4,C-暂缓,0.0,15.7395,19.69,-4.1,-13.68,否,无,148.8,-4.1,-13.68,26.21,-35.44,1.66,45.05,26.64,3.14,2.35,15.85,0.21,6.83,4.01,0.09,1.04,0.0,24516000000.0
51,01810,1810.HK,Technology,54.4,C-暂缓,15.0,19.794534,52.52,17.76,156.28,否,利润增长显著快于营收；FCF/NI<70%,59.9,17.76,156.28,nan,16.93,17.1,22.26,9.11,15.64,9.14,8.23,0.16,14.66,1.32,1.0,0.51,1.32,34142377000.0
52,06181,6181.HK,Consumer Cyclical,54.4,C-暂缓,27.0,8.705581,55.63,176.31,272.04,否,利润增长显著快于营收；ROE>40%；FCF/NI<70%；股数膨胀>2%,898.0,176.31,272.04,nan,133.73,170.92,37.63,17.83,43.87,35.29,31.36,0.6,46.98,2.08,1.98,-1.44,2.86,-6848198000.0
53,01828,1828.HK,Financial Services,53.8,C-暂缓,0.0,21.298047,33.46,28.19,nan,否,无,50.8,28.19,nan,nan,5.11,,nan,3.45,2.44,0.29,5.07,0.46,2.29,,0.08,0.95,0.13,247000000.0
54,01128,1128.HK,Consumer Cyclical,53.5,C-暂缓,0.0,10.259392,21.87,72.54,nan,否,无,7.34,72.54,nan,nan,37.81,6.81,38.9,5.62,-12.07,4.08,110.76,-3.33,1.64,1.23,0.73,3.33,-0.02,7369391000.0
55,01208,1208.HK,Basic Materials,53.3,C-暂缓,14.0,13.649513,22.91,24.09,43.5,否,应收增速>营收；股数膨胀>2%,11.96,24.09,43.5,47.85,45.74,-1.52,51.52,8.19,12.86,3.36,24.96,0.96,6.98,0.86,0.41,3.16,9.76,2689500000.0
56,00010,0010.HK,Real Estate,52.8,C-暂缓,0.0,12.025619,28.28,-1.63,-20.42,否,无,17.54,-1.63,-20.42,10.91,-8.83,6.93,65.64,13.16,1.39,0.58,23.33,0.56,5.8,1.55,0.04,4.2,0.0,6062000000.0
57,01193,1193.HK,Utilities,51.8,C-暂缓,0.0,10.719655,28.57,1.19,-9.17,否,无,23.38,1.19,-9.17,14.75,-19.53,-5.47,17.82,3.63,8.03,2.64,17.7,0.55,11.79,0.54,0.73,0.93,-0.24,6575111000.0
58,03888,3888.HK,Communication Services,51.5,C-暂缓,10.0,10.732777,32.98,8.23,nan,否,经营现金流3Y为负,38.2,8.23,nan,-3.79,-2.89,-11.72,81.21,20.7,7.7,5.15,0.09,0.0,59.98,5.68,0.25,0.97,0.28,2291620000.0
59,00856,0856.HK,Technology,50.4,C-暂缓,0.0,8.510581,20.05,8.08,18.03,否,无,12.72,8.08,18.03,207.91,12.29,4.76,4.46,1.39,13.35,3.33,21.48,0.91,5.66,1.31,2.4,1.41,-0.49,1954632000.0
60,06862,6862.HK,Consumer Cyclical,50.3,C-暂缓,23.0,13.24428,35.22,11.67,43.36,否,利润增长显著快于营收；ROE>40%；经营现金流3Y为负,17.86,11.67,43.36,-2.72,13.46,-1.93,26.15,9.37,40.44,18.05,26.87,0.59,25.4,1.33,1.93,0.97,-0.96,5664189000.0
61,02610,2610.HK,Basic Materials,49.8,C-暂缓,23.0,8.952004,65.75,34.74,82.05,否,利润增长显著快于营收；应收增速>营收；FCF/NI<70%,74.8,34.74,82.05,30.18,77.43,44.46,41.86,35.77,21.92,20.58,0.0,0.0,29958.88,2.2,0.58,-0.08,0.07,359719000.0
62,06060,6060.HK,Financial Services,49.2,C-暂缓,6.0,8.423356,38.99,16.26,nan,否,股数膨胀>2%,19.08,16.26,nan,nan,23.18,,nan,3.17,4.33,2.39,5.93,0.11,5.86,,0.76,2.26,4.66,3535832000.0
63,01378,1378.HK,Basic Materials,48.9,C-暂缓,15.0,7.444466,43.42,7.22,37.53,否,利润增长显著快于营收；应收增速>营收,41.36,7.22,37.53,72.31,24.48,-0.57,25.56,13.94,17.07,9.54,29.56,0.55,10.49,2.12,0.68,1.23,1.58,38995459000.0
64,01286,1286.HK,Industrials,48.5,C-暂缓,8.0,19.819194,28.9,5.38,7.66,否,FCF/NI<70%,11.8,5.38,7.66,14.55,5.56,-2.2,27.48,14.25,12.96,8.27,25.89,0.43,10.06,1.6,0.58,0.49,0.05,1258721000.0
65,00012,0012.HK,Real Estate,48.3,C-暂缓,0.0,19.765784,25.07,0.25,-15.1,否,无,35.66,0.25,-15.1,3.45,-57.73,-6.45,31.91,21.96,1.75,1.06,14.78,0.25,3.81,3.1,0.05,2.18,0.0,12325000000.0
66,01364,1364.HK,Consumer Cyclical,48.1,C-暂缓,29.0,16.67509,20.08,32.44,103.93,否,利润增长显著快于营收；ROE>40%；应收增速>营收；FCF/NI<70%,31.28,32.44,103.93,33.55,150.27,22.59,33.0,24.08,53.39,26.43,39.16,1.12,51.7,1.39,1.1,0.69,0.65,2408612000.0
67,02313,2313.HK,Consumer Cyclical,47.6,C-暂缓,8.0,10.502345,49.1,3.71,8.48,否,FCF/NI<70%,73.0,3.71,8.48,6.24,11.53,2.34,26.35,18.79,15.54,10.59,26.11,0.4,20.88,2.24,0.56,0.48,0.0,5549401000.0
68,01698,1698.HK,Communication Services,47.5,C-暂缓,15.0,9.743441,68.43,5.1,44.33,否,利润增长显著快于营收；应收增速>营收,103.2,5.1,44.33,11.0,13.49,43.07,44.18,33.6,13.77,11.46,3.72,0.05,109.83,2.22,0.34,0.82,-3.34,10231000000.0
69,00179,0179.HK,Consumer Cyclical,47.3,C-暂缓,0.0,11.259754,58.37,0.04,8.6,否,无,45.78,0.04,8.6,2.89,0.07,1.46,23.02,5.54,7.12,4.84,8.94,0.14,10.64,2.39,0.87,0.91,-0.07,471090000.0
70,00921,0921.HK,Consumer Cyclical,47.0,C-暂缓,7.0,9.556833,17.9,5.86,30.46,否,利润增长显著快于营收,27.48,5.86,30.46,12.86,6.99,1.55,21.31,3.62,18.24,4.56,5.64,0.23,29.22,1.13,1.26,1.16,0.54,5796029180.51
71,03330,3330.HK,Basic Materials,46.4,C-暂缓,21.0,14.802844,26.6,9.08,85.89,否,利润增长显著快于营收；FCF/NI<70%；股数膨胀>2%,31.2,9.08,85.89,9.4,-3.44,24.47,21.46,11.74,31.63,17.1,38.91,0.86,16.41,1.16,1.46,-0.25,14.19,725733000.0
72,00101,0101.HK,Real Estate,45.6,C-暂缓,6.0,21.79139,30.83,-1.3,-22.21,否,股数膨胀>2%,10.3,-1.3,-22.21,12.31,-8.9,6.95,65.6,18.15,1.34,0.81,24.17,0.4,5.76,1.51,0.04,3.11,3.97,5864000000.0
73,01787,1787.HK,Basic Materials,45.5,C-暂缓,15.0,19.561083,50.89,27.51,56.03,否,利润增长显著快于营收；应收增速>营收,54.45,27.51,56.03,93.39,38.71,19.05,20.46,4.54,10.56,2.86,38.48,1.46,5.71,0.47,0.63,1.81,1.01,21492754843.56
74,01766,1766.HK,Industrials,44.4,C-暂缓,0.0,9.47418,20.56,6.99,4.19,否,无,6.76,6.99,4.19,0.32,9.4,14.65,21.38,4.83,7.66,2.48,3.94,0.13,18.68,1.18,0.51,1.12,0.0,24185716000.0
75,80700,80700.HK,,44.0,C-暂缓,0.0,14.647692,39.28,,,否,无,625.5,,,,,,nan,nan,nan,,,,,,,nan,,
76,02338,2338.HK,Consumer Cyclical,43.9,C-暂缓,7.0,18.336026,29.27,9.79,30.62,否,利润增长显著快于营收,45.44,9.79,30.62,nan,17.06,1.83,21.48,4.72,11.73,3.07,10.75,0.42,5.47,1.15,0.65,2.0,-0.05,28681522296.05
77,00975,0975.HK,Basic Materials,43.9,C-暂缓,8.0,11.738688,29.08,14.66,-53.11,否,应收增速>营收,14.58,14.66,-53.11,0.07,101.45,15.02,17.49,0.74,0.49,0.27,16.79,0.32,1.56,1.17,0.37,0.99,-0.18,234258000.0
78,06031,6031.HK,Industrials,43.7,C-暂缓,13.0,17.208521,26.14,3.53,25.14,否,利润增长显著快于营收；股数膨胀>2%,27.16,3.53,25.14,69.51,0.69,4.5,27.91,9.37,9.52,5.17,14.27,0.28,18.42,1.73,0.55,2.05,2.68,19975261000.0
