代码,行业,最新价,流通市值_亿美元,PE_TTM,距52周高点跌幅_%,52周高点,营收5年CAGR_%,净利润5年CAGR_%,最新季度营收同比_%,最新季度净利润同比_%,营业利润占比_%,ROE_%,资产负债率_%,经营现金流_原始值,数据日期,待核验项,已在Watchlist
ALGN,Healthcare,157.58,108.13,27.374334,21.38,200.44,2.61,4.31,,,,10.13,1.84,593223000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
AN,Consumer Cyclical,200.09,65.23,9.258512,15.15,235.81,0.79,-22.18,,,,27.73,70.76,111900000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
ANDE,Consumer Defensive,64.56,21.09,12.55632,21.37,82.11,-14.03,-9.95,,,,7.69,25.43,176998000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
AOS,Industrials,60.38,65.21,16.824818,26.25,81.87,0.67,32.33,,,,29.4,6.11,616800000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
AR,Energy,38.45,110.58,11.019595,15.96,45.75,-15.47,-30.28,,,,8.4,26.62,1630930000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
AROC,Energy,31.24,53.28,16.790463,26.02,42.23,20.78,93.77,,,,21.61,55.67,622107000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
ASR,Industrials,257.52,38.84,13.583534,32.5,381.52,13.73,1.65,,,,26.55,39.89,12348613000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
ATMU,Consumer Cyclical,47.73,38.65,18.289108,28.23,66.5,4.14,6.77,,,,54.8,45.3,202700000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
B,Basic Materials,45.65,722.18,11.763951,16.53,54.69,15.47,126.1,,,,18.8,10.1,7689000000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BABA,Consumer Cyclical,118.9,2681.2,27.13677,38.29,192.67,5.62,12.49,,,,9.76,14.75,76213000000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BAH,Industrials,75.24,88.95,11.831128,31.94,110.55,6.6,46.44,,,,77.01,57.91,1041000000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BANF,Financial Services,110.55,25.68,14.918404,20.34,138.77,7.4,7.61,,,,12.98,0.66,285278000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CEG,Utilities,276.75,802.58,26.795966,32.94,412.7,1.47,nan,,,,15.97,15.71,4237000000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CHKP,Technology,138.32,106.47,14.086383,34.34,210.66,5.37,9.87,,,,36.67,25.26,1199400000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CHRW,Industrials,150.39,171.4,28.709411,28.5,210.33,-13.05,-14.54,,,,31.81,27.59,914519000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CMC,Industrials,67.63,74.2,12.847718,20.31,84.87,-4.36,-58.88,,,,2.02,18.88,715070000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CMI,Industrials,564.85,773.88,28.871283,23.44,737.76,6.25,9.74,,,,23.02,23.87,3621000000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CMS,Utilities,68.21,212.71,20.483483,15.12,80.36,-0.22,8.56,,,,11.71,47.31,2235000000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
COF,Financial Services,215.67,1305.22,12.577333,16.93,259.64,15.98,-30.67,,,,2.16,7.54,27718000000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CRH,Basic Materials,95.86,636.73,16.896096,27.13,131.55,4.6,-1.15,,,,15.54,33.78,5625000000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MGM,Consumer Cyclical,42.28,76.53,26.462411,18.05,51.59,10.14,-48.11,,,,8.47,75.83,2529378000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MGY,Energy,26.25,61.69,11.468752,19.87,32.76,-8.18,-28.61,,,,16.77,14.17,878639000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MIFF,,26.0,32.05,8.902347,,,,,,,,nan,,,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MORN,Financial Services,217.65,41.97,20.708849,16.85,261.76,9.34,74.44,,,,30.62,35.13,589700000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NHI,Real Estate,72.03,34.53,20.791353,21.18,91.38,10.53,28.89,,,,9.34,41.61,236563000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NICE,Technology,108.835,63.77,15.71178,29.18,153.68,10.53,32.03,,,,15.79,1.74,716549000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NKE,Consumer Cyclical,39.6,466.09,18.857143,48.55,76.97,-3.24,-15.05,,,,20.91,28.72,2868000000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NMRK,Real Estate,15.83,24.85,19.7875,20.19,19.835,6.78,14.86,,,,8.63,41.89,172001000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NOC,Industrials,545.57,773.15,17.319891,29.51,774.0,4.65,-5.12,,,,25.08,33.13,4757000000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NRG,Utilities,111.12,233.35,28.724728,41.5,189.96,-0.88,-10.89,,,,51.4,57.04,1913000000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NTNX,Technology,69.16,181.92,13.377176,16.09,82.42,17.09,nan,,,,-27.12,45.16,821456000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BCO,Industrials,110.97,45.09,25.688927,18.63,136.37,5.07,5.39,,,,71.91,62.9,639500000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BF.A,,27.75,88.52,18.137255,,,,,,,,nan,,,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BF.B,,27.22,86.83,17.79085,,,,,,,,nan,,,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BK,,137.16,938.17,17.015968,,,,,,,,nan,,,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BRK.A,,757985.0,9351.26,12.706996,,,,,,,,nan,,,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BRO,Financial Services,73.31,212.42,23.078737,24.54,97.15,17.38,16.19,,,,8.4,26.4,1450000000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BSX,Healthcare,46.84,677.68,18.978753,57.22,109.5,16.54,60.72,,,,11.96,26.19,4534000000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BTI,Consumer Defensive,56.13,1101.83,14.555814,16.6,67.3,-2.53,5.21,,,,16.2,32.09,6342000000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
NYT,Communication Services,68.16,94.5,28.394333,21.75,87.1,6.96,25.53,,,,16.85,1.22,584489000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
OBDC,Financial Services,11.3,55.64,19.699727,21.75,14.44,9.83,10.39,,,,8.48,54.11,1741520000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
OTEX,Technology,25.1,58.41,9.728682,37.09,39.9,5.37,62.31,,,,16.02,45.57,1006817000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
OTIS,Industrials,71.74,272.71,18.436742,24.14,94.565,1.79,3.37,,,,-25.67,79.89,1596000000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
RELX,Industrials,36.54,631.41,22.071042,24.5,48.4,3.89,8.12,,,,87.28,49.24,2836000000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
RITM,Real Estate,10.08,55.77,16.76064,20.88,12.74,-6.84,-10.63,,,,8.08,67.13,-1292051000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
AMKR,Technology,47.88,59.58,21.470852,50.48,96.68,-1.84,-21.26,,,,8.36,nan,1095606000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
APP,Communication Services,317.76,813.47,24.42781,57.38,745.61,24.84,nan,,,,156.17,48.83,3971094000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
AWI,Industrials,175.09,72.82,23.992997,15.04,206.08,9.54,15.01,,,,34.27,25.66,355500000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BDC,Technology,115.21,44.14,18.695641,27.99,159.99,1.37,-2.3,,,,18.78,39.57,354864000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BIRK,Consumer Cyclical,35.65,27.65,17.041964,31.43,51.99,19.06,23.02,,,,12.79,26.5,384300000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CNM,Industrials,43.02,83.09,18.235606,35.96,67.18,4.76,6.41,,,,22.08,40.05,650000000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CPA,Industrials,129.5,36.42,8.503272,19.3,160.47,6.86,24.5,,,,24.2,35.01,1150436000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CPB,Consumer Defensive,23.39,44.91,11.471518,31.55,34.17,6.19,-7.35,,,,15.43,48.42,1131000000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CSL,Industrials,356.53,139.74,20.497706,17.64,432.91,-2.7,-7.11,,,,41.26,46.01,1101800000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CTRA,,32.56,244.83,15.00149,,,,,,,,nan,,,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CTSH,Technology,64.04,287.37,13.79458,26.42,87.03,2.8,-0.88,,,,14.85,5.57,2883000000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CVS,Healthcare,93.06,1177.87,24.383866,15.92,110.68,7.63,-25.7,,,,2.35,31.53,10639000000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
UTHR,Healthcare,515.46,202.83,18.443287,15.41,609.35,18.02,22.43,,,,18.81,3.81,1561200000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
VICI,Real Estate,25.87,284.03,10.027132,23.53,33.83,15.49,35.42,,,,9.98,37.86,2509991000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
VMI,Industrials,476.28,89.9,18.543042,18.68,585.71,-1.89,10.1,,,,20.5,27.47,456484000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
VVX,Industrials,77.69,23.95,26.77671,17.33,93.98,15.72,nan,,,,7.18,33.47,181992000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
WAL,Financial Services,78.53,81.01,8.857245,19.23,97.23,11.81,-2.87,,,,12.66,6.98,-2678900000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
WSO,Industrials,310.76,112.41,26.628824,32.3,459.0,-0.16,-6.15,,,,17.87,10.85,569613000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
WSO.B,,316.05,112.45,27.082262,,,,,,,,nan,,,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
YETI,Consumer Cyclical,41.57,29.86,18.124796,23.0,53.99,5.41,22.63,,,,25.43,18.49,254737000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
YMM,Technology,8.81,67.31,14.919762,37.38,14.07,22.87,121.3,,,,11.01,0.08,4626880000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
YOU,Technology,43.43,38.09,29.566423,37.12,69.07,27.22,nan,,,,61.42,8.62,372452000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
ZTO,Industrials,21.5,80.62,11.3732,17.94,26.2,11.54,10.07,,,,13.68,12.61,11968419000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
ZTS,Healthcare,77.34,318.64,12.664351,50.23,155.38,5.42,8.13,,,,80.25,59.73,2904000000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BSBR,Financial Services,5.81,434.08,16.938776,20.63,7.32,2.64,-3.68,,,,10.2,2.21,4992175000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BURL,Consumer Cyclical,272.95,170.36,24.52381,27.85,378.33,9.95,38.41,,,,33.76,60.54,1231382000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BVN,Basic Materials,35.12,60.41,8.377603,21.38,44.67,28.05,9.08,,,,19.26,0.15,238347000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BXSL,Financial Services,24.75,43.81,19.546011,17.31,29.93,16.28,11.68,,,,9.02,55.13,-458657000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
BZ,Communication Services,17.8,67.46,12.414658,29.53,25.26,22.38,194.36,,,,13.66,0.64,4552371000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CALM,Consumer Defensive,80.21,33.98,12.098039,31.2,116.58,-2.55,-25.24,,,,12.03,0.05,479753000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CBZ,Industrials,54.51,26.59,26.206731,15.16,64.25,25.0,3.1,,,,6.55,41.47,192485000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CCL,Consumer Cyclical,24.76,338.47,11.360117,27.24,34.03,29.81,nan,,,,22.47,54.16,6218000000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CDE,Basic Materials,21.13,216.58,17.756303,23.91,27.77,38.12,nan,,,,17.68,7.51,886879000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
CHDN,Consumer Cyclical,89.9,58.79,15.263158,24.04,118.35,17.37,-4.48,,,,37.93,68.66,769800000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TEL,Technology,202.66,587.59,19.846289,19.76,252.56,1.97,-8.8,,,,14.64,23.2,4139000000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
WHR,Consumer Cyclical,41.15,25.18,14.053962,57.39,96.57,-7.67,nan,,,,11.67,44.93,470000000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
WING,Consumer Cyclical,113.58,28.98,26.967092,65.63,330.415,24.91,48.75,,,,-23.65,183.21,153065000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
WMG,Communication Services,28.03,40.92,22.220742,20.86,35.42,4.25,-12.83,,,,56.41,46.88,678000000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
WMS,Industrials,136.99,97.09,23.737131,23.6,179.315,-0.23,-5.61,,,,22.07,39.8,819054000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
WYNN,Consumer Cyclical,95.26,71.07,22.835752,29.29,134.72,23.86,nan,,,,-118.82,92.89,1352653000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
XP,Financial Services,17.66,71.17,9.025912,23.65,23.13,10.28,13.04,,,,21.96,26.28,12044826000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
XYL,Industrials,111.31,257.8,26.484006,27.85,154.27,17.84,39.17,,,,8.34,11.7,1241000000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
YUMC,Consumer Cyclical,45.02,147.13,16.558946,22.9,58.39,7.23,28.09,,,,17.27,21.72,1466000000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
FUTU,Financial Services,124.26,74.85,12.389746,38.65,202.53,44.24,57.05,,,,28.34,7.65,40788133000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HII,Industrials,294.21,114.66,17.521168,36.04,460.0,5.35,1.47,,,,11.93,22.93,1196000000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HON,Industrials,217.43,652.29,8.449273,16.46,260.28317,1.82,-1.62,,,,34.01,48.27,6408000000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
INDV,Healthcare,34.87,40.61,12.606347,18.55,42.81,11.2,nan,,,,-212.12,29.23,-27000000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
INFY,Technology,12.05,468.38,14.874101,59.83,30.0,3.44,3.58,,,,33.85,5.88,4039000000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
INGR,Consumer Defensive,104.62,65.35,11.367689,19.8,130.45,-3.15,14.0,,,,16.8,24.96,944000000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
IT,Technology,198.39,112.16,18.143917,25.38,265.85,5.87,-3.35,,,,227.95,41.41,1290365000.0,2026-08-30,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
