代码,行业,最新价,流通市值_亿美元,PE_TTM,距52周高点跌幅_%,52周高点,营收5年CAGR_%,净利润5年CAGR_%,最新季度营收同比_%,最新季度净利润同比_%,营业利润占比_%,ROE_%,资产负债率_%,经营现金流_原始值,数据日期,待核验项,已在Watchlist
INGR,Consumer Defensive,104.74,65.43,11.380728,19.73,130.48,-3.15,14.0,,,,16.8,24.96,944000000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
INTU,Technology,345.88,925.67,21.013366,50.94,705.08,13.95,23.26,,,,19.63,17.96,6207000000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
IT,Technology,192.96,109.09,17.647312,27.42,265.85,5.87,-3.35,,,,227.95,41.41,1290365000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
ITRI,Technology,98.86,42.52,16.484008,30.38,142.0,9.65,nan,,,,17.54,34.08,405952000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
ITUB,Financial Services,7.61,450.45,9.389115,20.73,9.6,6.61,15.38,,,,21.93,18.38,34466000000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DAVE,Technology,372.3,38.0,23.86319,18.76,458.25,39.34,nan,,,,55.53,15.43,290023000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DHI,Consumer Cyclical,149.25,373.44,14.19899,19.13,184.55,0.76,-15.09,,,,14.82,17.0,3420900000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DKS,Consumer Cyclical,129.66,79.04,13.864862,46.94,244.38,11.65,-6.63,,,,15.33,44.49,1537343000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DOCS,Healthcare,24.74,30.68,29.362824,67.66,76.51,15.45,20.23,,,,20.62,0.91,326458000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DORM,Consumer Cyclical,129.4,34.82,17.980703,22.46,166.89,7.11,18.88,,,,13.82,21.52,113634000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DOX,Technology,62.25,64.74,14.737879,28.65,87.25,-0.32,0.91,,,,16.47,13.22,749096000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DPZ,Consumer Cyclical,344.56,104.15,19.51414,26.53,469.0,2.88,9.98,,,,-15.42,294.11,792062000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DRVN,Consumer Cyclical,13.0,20.93,13.043343,34.14,19.74,-2.88,48.05,,,,18.27,63.97,330543000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DUOL,Technology,140.88,55.05,16.797979,60.09,353.0,41.08,nan,,,,30.74,4.71,387823000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DVA,Healthcare,180.05,58.75,14.843364,27.25,247.49,5.53,10.04,,,,-114.7,73.65,1886500000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
DY,Industrials,310.91,76.24,29.668366,45.11,566.47,13.35,25.51,,,,15.12,50.04,642503000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SQM,Basic Materials,78.28,115.85,16.107162,20.12,98.0,-24.68,-46.8,,,,10.33,32.6,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SRE,Utilities,85.28,555.35,24.635423,15.6,101.04,-1.73,-4.95,,,,5.81,31.59,4565000000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
STZ,Consumer Defensive,134.45,212.43,12.804762,20.26,168.6,-1.12,nan,,,,20.87,51.15,2669000000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LHX,Industrials,262.96,486.48,26.569941,30.66,379.23,8.62,14.78,,,,8.18,26.98,3106000000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LIF,Technology,43.42,30.73,25.244186,61.42,112.54,28.95,nan,,,,27.51,32.34,88630000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LOGI,Technology,100.19,143.27,18.395519,22.73,129.66,2.17,24.95,,,,32.16,2.29,1037207000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LOPE,Consumer Defensive,148.77,37.91,18.015328,33.3,223.04,6.67,5.39,,,,28.94,10.82,273491000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LOW,Consumer Cyclical,210.36,1176.37,17.751899,28.22,293.06,-3.85,1.11,,,,-67.1,82.52,9864000000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LRN,Consumer Defensive,84.58,34.02,11.845938,49.98,169.08,11.08,38.66,,,,20.72,22.42,433814000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LUV,Industrials,40.67,196.59,25.475768,26.2,55.11,5.63,-6.47,,,,5.53,20.58,1842000000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LVS,Consumer Cyclical,46.23,130.83,17.930593,34.38,70.45,46.86,-3.88,,,,102.33,72.01,3023000000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LW,Consumer Defensive,55.26,74.82,26.567308,17.61,67.07,7.31,-34.0,,,,15.89,53.43,942900000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MAT,Consumer Cyclical,15.23,35.18,10.885414,32.25,22.48,-0.54,0.31,,,,17.8,40.41,593255000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MKC,Consumer Defensive,55.1,147.86,9.167811,23.91,72.41,2.51,5.0,,,,13.76,31.54,962200000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MKC.V,,54.75,144.91,9.109576,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MKL,Financial Services,1815.57,217.76,10.020255,17.76,2207.59,11.4,nan,,,,11.33,6.25,2761256000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MKTX,Financial Services,162.52,48.04,19.231789,17.07,195.97,5.62,-0.48,,,,21.53,14.73,382139000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
MLM,Basic Materials,532.18,375.68,13.084043,25.15,710.97,-0.06,9.46,,,,11.33,30.49,1785000000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PYPL,Financial Services,61.81,527.24,11.651683,21.97,79.215,6.43,29.33,,,,25.83,12.46,6416000000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
RCL,Consumer Cyclical,290.0,719.93,17.873601,20.87,366.5,26.59,nan,,,,42.52,52.94,6465000000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
RDY,Healthcare,12.22,73.32,29.088451,22.02,15.67,10.96,-1.67,,,,11.36,13.35,56755000000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
RH,Consumer Cyclical,148.57,20.41,28.118548,42.19,257.0,-1.42,-38.2,,,,205.92,82.08,452241000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
RPM,Basic Materials,107.05,134.87,20.726025,16.7,128.51,2.71,11.38,,,,19.97,34.45,898708000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SAP,Technology,211.68,2180.3,27.745581,24.77,281.37,7.63,46.36,,,,16.06,10.63,9156000000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SARO,Industrials,25.17,56.38,25.954474,27.0,34.48,13.46,nan,,,,10.4,37.35,316705000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SBAC,Real Estate,185.98,195.46,20.030273,17.14,224.46,2.25,31.68,,,,-21.71,132.35,1291328000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SEZL,Financial Services,123.54,20.95,27.166503,36.88,195.71,53.06,nan,,,,78.4,35.18,209907000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
SFM,Consumer Defensive,86.83,80.32,16.724734,39.99,144.7,11.2,26.1,,,,37.32,46.73,715998000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
IESC,Industrials,331.48,60.35,29.449303,18.81,408.255,15.88,106.47,,,,34.61,5.52,286096000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
KMB,Consumer Defensive,110.34,364.69,18.828127,16.11,131.53,-6.58,1.48,,,,134.55,42.67,2777000000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
KNF,Basic Materials,66.8,37.59,27.173195,30.62,96.28,7.47,10.56,,,,9.57,33.37,278475000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
KRC,Real Estate,36.83,42.33,25.731924,18.21,45.03,0.47,5.88,,,,5.09,43.22,566313000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
KT,Communication Services,19.66,82.97,11.340177,20.02,24.58,3.29,10.89,,,,9.76,25.05,4941733000000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LAD,Consumer Cyclical,370.15,71.01,12.317494,15.78,439.49,10.11,-13.15,,,,12.41,61.67,356700000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LAZ,Financial Services,42.79,41.33,21.074873,27.17,58.75,3.67,-12.83,,,,27.11,43.99,519325000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LBRT,Energy,18.51,29.49,24.998987,46.31,34.478,-1.16,-28.21,,,,7.11,17.38,609598000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LCII,Consumer Cyclical,102.99,24.01,11.933951,35.49,159.66,-7.49,-21.89,,,,13.83,38.9,330976000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LDOS,Technology,137.43,171.79,12.832353,33.21,205.77,6.06,28.34,,,,29.45,38.8,1750000000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LEA,Consumer Cyclical,124.42,61.13,11.663247,17.24,150.33,3.64,10.05,,,,8.68,19.62,1088800000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LEN,Consumer Cyclical,87.15,177.79,13.575259,39.58,144.24,0.51,-23.35,,,,9.46,17.06,216812000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LEN.B,,85.61,190.05,13.335375,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LII,Industrials,393.72,121.87,17.457642,32.96,587.27,3.26,17.47,,,,69.28,43.38,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LKQ,Consumer Cyclical,25.75,64.89,14.4079,30.65,37.13,2.18,-19.16,,,,9.29,33.43,1063000000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TFPM,Basic Materials,34.98,24.13,17.49,16.12,41.7,36.78,63.33,,,,11.73,0.07,312832000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
THO,Consumer Cyclical,77.85,38.59,15.759109,36.62,122.83,-16.26,-38.98,,,,6.03,13.06,577923000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TIMB,Communication Services,18.18,86.9,10.490479,35.58,28.22,7.34,37.17,,,,17.98,29.05,13440069000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TJX,Consumer Cyclical,136.83,1511.57,25.338889,19.51,170.0,6.53,16.24,,,,53.92,37.71,6874000000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TLK,Communication Services,14.71,67.96,14.492996,37.46,23.52,-0.13,-5.52,,,,13.44,26.2,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TM,Consumer Cyclical,191.84,2094.89,8.925932,22.92,248.9,10.91,16.22,,,,9.64,40.94,5472920000000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TMDX,Healthcare,92.22,30.69,22.956608,40.88,156.0,86.42,nan,,,,40.22,48.6,192840000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TME,Communication Services,8.8,48.4,10.440878,67.04,26.7,5.1,44.33,,,,13.77,3.72,10231000000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TMUS,Communication Services,179.61,872.9,18.828319,30.56,258.66,3.53,61.9,,,,18.57,55.77,27950000000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TPR,Consumer Cyclical,130.25,257.7,17.916094,20.96,164.8,1.6,-40.19,,,,21.36,59.25,1216600000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TREX,Industrials,46.68,44.52,27.701998,29.34,66.06,2.02,1.03,,,,18.41,12.89,358113000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
TRI,Industrials,102.45,127.54,27.088842,43.08,180.0,4.1,3.93,,,,12.61,13.22,2651000000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
GSK,Healthcare,51.43,997.74,16.446401,16.65,61.7,3.66,-27.43,,,,34.9,28.99,7741000000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HURN,Industrials,156.57,24.36,23.530805,16.17,186.78,13.6,11.61,,,,19.87,35.92,193394000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
JD,Consumer Cyclical,28.77,339.49,19.818103,21.95,36.86,7.76,23.67,,,,8.72,15.41,18991000000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
JEF,Financial Services,53.13,74.38,14.935791,25.21,71.04,14.83,-3.29,,,,6.72,31.25,-1499517000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
KGC,Basic Materials,32.32,381.38,12.288973,17.36,39.11,26.84,nan,,,,27.87,5.95,3760500000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PAAS,Basic Materials,52.63,218.41,15.66952,24.8,69.99,34.28,nan,,,,13.98,8.75,1333000000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PAC,Industrials,214.87,81.72,20.136837,28.47,300.41,14.78,2.0,,,,42.57,60.24,18249740000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PATH,Technology,16.76,68.72,27.714527,15.52,19.84,15.01,nan,,,,13.56,2.56,371208000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PATK,Consumer Cyclical,83.66,25.67,19.908174,43.66,148.5,-6.81,-25.62,,,,11.4,48.53,329414000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PBH,Healthcare,52.15,24.35,14.586527,26.62,71.07,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PBI,,17.01,22.58,13.937962,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PCAR,,129.23,665.25,27.204838,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PCG,,18.22,399.36,13.123133,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PDD,,86.74,662.69,9.46426,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PEG,,74.03,368.24,18.412276,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PEGA,,33.83,29.07,18.826596,,,9.83,nan,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PEP,,142.19,1941.42,18.633209,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PFG,,112.21,238.01,15.953101,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PFS,,23.53,29.68,9.817117,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PFSI,,72.9,21.55,9.991079,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PHG,,26.99,256.67,20.674166,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PHIN,,70.04,24.29,20.137148,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PHM,,130.03,241.86,13.261968,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PKX,,58.43,168.86,20.313579,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PLMR,,131.82,33.76,17.709168,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PLNT,,53.29,37.29,18.131105,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PNC,,244.67,970.12,13.456675,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PNFP,,101.58,147.43,13.991736,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PNR,,62.86,99.4,15.793025,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PNW,,98.69,119.22,19.094175,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
PRK,,199.54,32.98,17.825097,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
FTS,,55.35,281.5,23.112375,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
FUL,,58.05,31.04,17.216405,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HMN,,51.42,20.42,12.010494,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HMY,,22.43,122.01,14.427146,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HRB,,52.67,59.52,9.291082,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HRL,,23.71,68.78,27.956114,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HRMY,,39.66,20.15,12.830716,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HSBC,,103.65,3527.1,14.807143,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HSIC,,90.38,85.3,26.342604,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HST,,22.43,151.17,15.078566,,,,,,,,nan,,1510000000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HSY,,185.35,268.76,25.330717,,,3.92,-18.72,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HTGC,,17.64,30.69,8.755364,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HTHT,,49.03,91.2,21.254146,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HTLF,,64.67,27.25,17.063329,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HUBB,,472.46,249.66,27.905046,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HUBG,,40.0,22.55,22.99436,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
HYG,,79.9,165.55,9.228299,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
IAG,,21.54,117.94,10.886342,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
IAU,,86.37,677.31,8.585487,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
IBM,,229.87,2146.57,20.323512,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
IBN,,30.15,1076.96,18.427406,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
IBOC,,70.77,40.05,10.658078,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
IBP,,246.0,56.23,26.477823,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
ICE,,161.92,903.49,22.859031,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
ICL,,5.68,41.07,24.035308,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
IGIB,,52.44,187.76,14.79638,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
IGM,,158.64,104.7,8.739399,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
IHI,,55.39,34.42,13.870706,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
IJJ,,148.45,89.07,11.068782,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
IJT,,173.37,82.0,8.075108,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
IMCG,,98.37,41.46,9.655306,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
IMO,,131.42,197.59,22.023792,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
KALU,,155.5,24.86,11.533227,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
KB,,120.86,413.34,9.879833,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
KBH,,56.08,32.78,13.434842,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
KBR,,37.93,47.13,11.432802,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LMT,,565.62,1119.93,20.84198,,,,,,,,nan,36.26,8557000000.0,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LNG,,284.08,583.26,20.887782,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LTC,,40.53,21.39,14.673092,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LTH,,44.8,85.57,24.50412,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
LTM,,52.5,86.62,9.668508,,,,,,,,nan,,,2026-08-27,毛利率≥25%；自由现金流最近一年为正；行业归类与普通股身份；利润质量及每股增长,否
